name=BMP380 Barometer vendor=Bosch current_time_ms=1562661887298
measured_at recorded_at accuracy value
185899734476741 185899737753996 3 1012.9916
185899774474657 185899778430511 3 1012.97644
185899814447314 185899816491504 3 1012.994
185899854446793 185899856045415 3 1012.99915
185899894463980 185899896053075 3 1012.9938
185899934460334 185899936664120 3 1012.9893
185899974467626 185899976100739 3 1012.9919
185900014448147 185900015862097 3 1012.98096
185900054424814 185900055937101 3 1012.9555
185900094423824 185900095663615 3 1012.98376
185900134451220 185900137234297 3 1012.94574
185900174453043 185900176463571 3 1012.98865
185900214462418 185900215974200 3 1012.97876
185900254460595 185900255881756 3 1012.99915
185900294450491 185900295916552 3 1012.9687
185900334422834 185900335556712 3 1012.99634
185900374484762 185900376670623 3 1012.99915
185900414423824 185900417783127 3 1013.0015
185900454425491 185900456045058 3 1012.9641
185900494428928 185900496654176 3 1012.955
185900534434553 185900536826107 3 1012.9677
185900574475699 185900575707257 3 1012.98096
185900614454605 185900615724292 3 1012.97864
185900654443980 185900655661953 3 1012.96246
185900694455907 185900695717581 3 1012.9708
185900734456428 185900735605606 3 1012.953
185900774455387 185900775668579 3 1012.97864
185900814456949 185900815689312 3 1012.9913
185900854455647 185900855552754 3 1012.95557
185900894453355 185900895689268 3 1012.9451
185900934424189 185900935600991 3 1012.9658
185900974430178 185900975922714 3 1012.9985
185901014451220 185901016111832 3 1012.9748
185901054426532 185901055898711 3 1012.9934
185901094444970 185901095684913 3 1012.9755
185901134448876 185901135643511 3 1012.99866
185901174454605 185901175608879 3 1012.9651
185901214469137 185901216133519 3 1012.9651
185901254458459 185901256024773 3 1012.95557
185901294460334 185901296116912 3 1012.9552
185901334437522 185901335962385 3 1012.9677
185901374424605 185901375752597 3 1012.9677
185901414420907 185901416271924 3 1012.95294
185901454456428 185901456985626 3 1012.9697
185901494424866 185901497487609 3 1012.9927
185901534445803 185901536007769 3 1012.9927
185901574442626 185901575920638 3 1012.98083
185901614443147 185901615737881 3 1012.9599
185901654447314 185901656002260 3 1013.0244
185901694461064 185901696108671 3 1013.0286
185901734424970 185901736896279 3 1012.99493
185901774455230 185901775891960 3 1012.9842
185901814425959 185901816258006 3 1012.97595
185901854424762 185901855961239 3 1012.9651
185901894463147 185901896539941 3 1012.998
185901934423876 185901936363226 3 1012.98834
185901974423720 185901975875417 3 1012.9599
185902014426949 185902016140057 3 1012.9471
185902054428668 185902055747977 3 1012.97235
185902094449189 185902095574283 3 1012.99884
185902134427262 185902135795485 3 1012.9934
185902174483564 185902175617833 3 1012.98566
185902214423668 185902215709556 3 1012.9748
185902254424970 185902255834299 3 1012.99744
185902294422470 185902296268262 3 1013.0158
185902334422782 185902335956026 3 1012.99005
185902374445491 185902375566707 3 1012.99774
185902414464241 185902415980722 3 1012.99774
185902454446793 185902455649111 3 1012.9793
185902494448147 185902495594844 3 1012.9851
185902534445022 185902536385525 3 1013.0125
185902574443147 185902575626779 3 1012.99524
185902614444189 185902615598867 3 1012.9871
185902654420751 185902655551370 3 1012.9702
185902694424501 185902695610854 3 1012.97723
185902734423303 185902735854868 3 1012.97974
185902774443147 185902776201487 3 1012.9772
185902814445230 185902816947532 3 1012.99744
185902854449137 185902856022172 3 1012.99286
185902894445803 185902895914259 3 1012.98004
185902934422001 185902935951555 3 1012.96423
185902974444189 185902975960986 3 1012.962
185903014443928 185903015984115 3 1012.98444
185903054447418 185903055909431 3 1012.9542
185903094424084 185903095851414 3 1012.9411
185903134423147 185903135706522 3 1012.98706
185903174424397 185903176066162 3 1013.0225
185903214442887 185903216674291 3 1012.9823
185903254444970 185903256659503 3 1012.97424
185903294466064 185903295974768 3 1013.00256
185903334456168 185903336065709 3 1012.9669
185903374462678 185903375971286 3 1013.0022
185903414462626 185903415960821 3 1012.9945
185903454457314 185903455961867 3 1012.9459
185903494424397 185903495955881 3 1012.96423
185903534425595 185903536220364 3 1012.9591
185903574431584 185903576854431 3 1012.9871
185903614426897 185903618443706 3 1012.9516
185903654422053 185903656780741 3 1012.96423
185903694425491 185903696811683 3 1012.96356
185903734444918 185903735729916 3 1012.969
185903774462678 185903775746170 3 1012.97943
185903814454084 185903815799246 3 1012.969
185903854464241 185903855752428 3 1012.97675
185903894462157 185903895623577 3 1012.98126
185903934457053 185903935654102 3 1012.969
185903974426532 185903975566242 3 1012.992
185904014424501 185904016022079 3 1013.0074
185904054429657 185904056469114 3 1013.00256
185904094454605 185904096758285 3 1013.0197
185904134450178 185904135702247 3 1013.0102
185904174459553 185904175652616 3 1012.9971
185904214462157 185904215789755 3 1012.9893
185904254456168 185904255694447 3 1012.97876
185904294469918 185904295593565 3 1012.9891
185904334463199 185904335663934 3 1012.99133
185904374461637 185904375945031 3 1013.0197
185904414434657 185904415897275 3 1012.97095
185904454423355 185904455608894 3 1012.9711
185904494437939 185904496018012 3 1012.9862
185904534465282 185904536735777 3 1013.0221
185904574466064 185904576835676 3 1012.97943
185904614449189 185904616042139 3 1012.97314
185904654443199 185904656439486 3 1012.9809
185904694426116 185904696244595 3 1012.99677
185904734465022 185904736195119 3 1012.9993
185904774465282 185904776231686 3 1012.97614
185904814467939 185904817935440 3 1013.01776
185904854425803 185904856251173 3 1012.9762
185904894428668 185904895947375 3 1012.9809
185904934446168 185904936423160 3 1013.0094
185904974463459 185904976872018 3 1012.98676
185905014457730 185905016975356 3 1012.9871
185905054423824 185905056066089 3 1013.0144
185905094423564 185905096040728 3 1013.0247
185905134432782 185905136031930 3 1013.03
185905174424293 185905177081153 3 1013.0299
185905214424553 185905217320115 3 1013.00183
185905254430491 185905256583453 3 1013.0171
185905294438303 185905296557571 3 1013.0373
185905334432053 185905336192419 3 1013.004
185905374472001 185905376272527 3 1013.0425
185905414456949 185905417669875 3 1013.0607
185905454454605 185905455887431 3 1013.0425
185905494458772 185905495846081 3 1013.0292
185905534454345 185905535748324 3 1012.9782
185905574453303 185905575827495 3 1012.98444
185905614463459 185905616099530 3 1013.0272
185905654447574 185905655816878 3 1013.0038
185905694428668 185905695808913 3 1013.02185
185905734425647 185905736460948 3 1012.9891
185905774423147 185905776196629 3 1013.0041
185905814460595 185905817135488 3 1013.04535
185905854445491 185905856583252 3 1013.0016
185905894459762 185905895913933 3 1013.0012
185905934464762 185905935851854 3 1013.0553
185905974458512 185905976117170 3 1012.9993
185906014458251 185906016308216 3 1013.03204
185906054459814 185906056212126 3 1012.99896
185906094463459 185906096242599 3 1012.99115
185906134457209 185906135851301 3 1012.9937
185906174422001 185906175801096 3 1012.99884
185906214424866 185906215756881 3 1012.9857
185906254460074 185906256401521 3 1013.0086
185906294444501 185906296631264 3 1013.0244
185906334444241 185906336171841 3 1012.99866
185906374442366 185906376160543 3 1013.0344
185906414446012 185906416057995 3 1013.01917
185906454443459 185906455891853 3 1013.0214
185906494445230 185906496020034 3 1012.98865
185906534447626 185906536022538 3 1013.0295
185906574423043 185906576966761 3 1013.0365
185906614423616 185906615763744 3 1013.0214
185906654421897 185906655877602 3 1013.0392
185906694447418 185906696198596 3 1013.0063
185906734424449 185906737859433 3 1013.0267
185906774426376 185906776069958 3 1013.02954
185906814422053 185906818599233 3 1013.01373
185906854422730 185906855975174 3 1013.0553
185906894422887 185906895865960 3 1013.0645
185906934447262 185906935763307 3 1013.0012
185906974444501 185906975712374 3 1013.0241
185907014444709 185907015866805 3 1013.00934
185907054422574 185907055593632 3 1013.01917
185907094424553 185907095634782 3 1013.0241
185907134447314 185907136198119 3 1013.0141
185907174443459 185907176187342 3 1013.03467
185907214453564 185907215860835 3 1013.0141
185907254447053 185907255544797 3 1012.9938
185907294444970 185907295637770 3 1013.01184
185907334442887 185907335931680 3 1013.01636
185907374452262 185907375758299 3 1013.02356
185907414445230 185907415682470 3 1013.0241
185907454420230 185907455590182 3 1013.0144
185907494425543 185907495808519 3 1013.02216
185907534427626 185907536250763 3 1013.0417
185907574454918 185907576860246 3 1013.02216
185907614455699 185907616996240 3 1013.0011
185907654443407 185907656505358 3 1013.04474
185907694444970 185907696409633 3 1013.0038
185907734449137 185907736298387 3 1013.0086
185907774454866 185907776152401 3 1013.00604
185907814463407 185907816151937 3 1012.9882
185907854465803 185907855856732 3 1013.01404
185907894427053 185907898312778 3 1013.0004
185907934428251 185907936683459 3 1013.0004
185907974422782 185907975823515 3 1013.0034
185908014460855 185908016468050 3 1012.99567
185908054462366 185908056670034 3 1013.039
185908094454605 185908096493788 3 1013.0009
185908134450959 185908136236031 3 1013.0339
