name=GpsLocations vendor=Google current_time_ms=1561441268522
recordedAtMs deviceDirectionDegrees deviceDirectionDegrees northDirectionRadians northDirectionDegrees
 276976160 0.0 0.0
 276976176 0.0 0.0
 276976187 122.61585650839237 122.61585650839237
 276976210 124.68836812900605 124.68836812900605
 276976221 123.04088552006397 123.04088552006397
 276976242 124.68836812900605 124.68836812900605
 276976252 123.04088552006397 123.04088552006397
 276976275 125.44610931552722 125.44610931552722
 276976285 124.01355909938712 124.01355909938712
 276976308 125.3470852329404 125.3470852329404
 276976318 123.99182543744814 123.99182543744814
 276976341 125.3611827433873 125.3611827433873
 276976351 124.20845171716428 124.20845171716428
 276976374 125.46812984541134 125.46812984541134
 276976385 124.33741934907243 124.33741934907243
 276976407 125.4541689387479 125.4541689387479
 276976417 124.3649176906709 124.3649176906709
 276976440 125.37678289545164 125.37678289545164
 276976450 124.36499965294092 124.36499965294092
 276976473 125.53189649150261 125.53189649150261
 276976483 124.71900835762273 124.71900835762273
 276976506 125.83219258855138 125.83219258855138
 276976516 125.0409151732054 125.0409151732054
 276976539 125.91299372643266 125.91299372643266
 276976549 125.0469803811884 125.0469803811884
 276976572 125.61605808245554 125.61605808245554
 276976582 124.86342587743343 124.86342587743343
 276976605 125.73111944921357 125.73111944921357
 276976615 125.11077434803633 125.11077434803633
 276976638 125.90311727289281 125.90311727289281
 276976648 125.24030205545643 125.24030205545643
 276976671 125.7830562076623 125.7830562076623
 276976681 125.144187633456 125.144187633456
 276976704 125.76151379102009 125.76151379102009
 276976714 125.2466541313845 125.2466541313845
 276976737 125.91028897152131 125.91028897152131
 276976747 125.40365285964646 125.40365285964646
 276976770 125.93836104901004 125.93836104901004
 276976780 125.41285995464762 125.41285995464762
 276976803 125.8141335683859 125.8141335683859
 276976813 125.34140251555095 125.34140251555095
 276976836 125.86026466604017 125.86026466604017
 276976846 125.48760954492423 125.48760954492423
 276976869 126.00697712941201 126.00697712941201
 276976879 125.65317333040537 125.65317333040537
 276976902 126.04600483032948 126.04600483032948
 276976912 125.60116827006487 125.60116827006487
 276976935 125.86723145899356 125.86723145899356
 276976945 125.48217271434493 125.48217271434493
 276976968 125.8001043598307 125.8001043598307
 276976978 125.4688538454634 125.4688538454634
 276977001 125.80909288877842 125.80909288877842
 276977011 125.50372879136546 125.50372879136546
 276977034 125.78671718905741 125.78671718905741
 276977044 125.48169460110302 125.48169460110302
 276977067 125.7831928114457 125.7831928114457
 276977077 125.5290278120512 125.5290278120512
 276977100 125.91292542454096 125.91292542454096
 276977110 125.70173597540418 125.70173597540418
 276977133 125.99768807214082 125.99768807214082
 276977143 125.74005333664792 125.74005333664792
 276977166 125.95581901252865 125.95581901252865
 276977176 125.74721137489809 125.74721137489809
 276977199 126.10216264568533 126.10216264568533
 276977209 125.98035305202734 125.98035305202734
 276977232 126.23517374958215 126.23517374958215
 276977242 126.04116905639711 126.04116905639711
 276977265 126.25479005287843 126.25479005287843
 276977275 126.09917102282884 126.09917102282884
 276977298 126.40066923317158 126.40066923317158
 276977308 126.28859948926998 126.28859948926998
 276977331 126.62774570231778 126.62774570231778
 276977341 126.51761573214048 126.51761573214048
 276977364 126.77038737294436 126.77038737294436
 276977374 126.67863061163439 126.67863061163439
 276977397 126.96462429256115 126.96462429256115
 276977407 126.89274338173595 126.89274338173595
 276977430 127.2282559341453 127.2282559341453
 276977440 127.20482838529216 127.20482838529216
 276977463 127.6198170188838 127.6198170188838
 276977473 127.56829007178521 127.56829007178521
 276977496 127.79349506909887 127.79349506909887
 276977506 127.71130057262695 127.71130057262695
 276977529 127.91911590831376 127.91911590831376
 276977539 127.86752065932347 127.86752065932347
 276977562 128.18657245583313 128.18657245583313
 276977572 128.18806143707218 128.18806143707218
 276977595 128.5670686341162 128.5670686341162
 276977605 128.57581127625383 128.57581127625383
 276977628 128.8574746172468 128.8574746172468
 276977638 128.85541190011747 128.85541190011747
