name=GpsLocations vendor=Google current_time_ms=1561345925985
recordedAtMs deviceDirectionDegrees deviceDirectionDegrees northDirectionRadians northDirectionDegrees
 181635461 0.0 0.0
 181635484 0.0 0.0
 181635493 42.03912790741691 42.03912790741691
 181635516 34.247155894712535 34.247155894712535
 181635526 40.60118184183244 40.60118184183244
 181635550 32.8980603449462 32.8980603449462
 181635559 38.28924135495856 38.28924135495856
 181635582 32.229712674282155 32.229712674282155
 181635592 37.20721986211811 37.20721986211811
 181635615 32.3583217212589 32.3583217212589
 181635625 37.00267618704373 37.00267618704373
 181635649 32.58675398295537 32.58675398295537
 181635658 36.3920982563796 36.3920982563796
 181635681 31.702965070396147 31.702965070396147
 181635692 34.6362615264444 34.6362615264444
 181635714 31.137585916564603 31.137585916564603
 181635724 33.84702975275485 33.84702975275485
 181635748 31.01986077603027 31.01986077603027
 181635757 33.35911518939503 33.35911518939503
 181635780 31.137548350524185 31.137548350524185
 181635791 33.32692109274217 33.32692109274217
 181635813 31.077937874542897 31.077937874542897
 181635823 32.90683713802969 32.90683713802969
 181635847 31.57053453257879 31.57053453257879
 181635856 33.293924448861844 33.293924448861844
 181635879 32.15233687626966 32.15233687626966
 181635889 33.56323539274081 33.56323539274081
 181635912 32.32472743582616 32.32472743582616
 181635922 33.410645551588175 33.410645551588175
 181635945 31.933070728439304 31.933070728439304
 181635955 32.894884306982135 32.894884306982135
 181635978 32.08406913551539 32.08406913551539
 181635988 32.90948383633304 32.90948383633304
 181636011 32.00846918668708 32.00846918668708
 181636021 32.57333266123629 32.57333266123629
 181636044 31.703070938328324 31.703070938328324
 181636054 32.40982134760077 32.40982134760077
 181636077 32.40871827204984 32.40871827204984
 181636087 33.10216005772452 33.10216005772452
 181636110 32.85334992663934 32.85334992663934
 181636120 33.331388036459316 33.331388036459316
 181636143 32.416887178297145 32.416887178297145
 181636153 32.57566175574328 32.57566175574328
 181636176 32.117198968084494 32.117198968084494
 181636186 32.534178601819235 32.534178601819235
 181636209 32.492514447882115 32.492514447882115
 181636219 33.0517156956094 33.0517156956094
 181636242 33.33925982947778 33.33925982947778
 181636252 33.71980381908503 33.71980381908503
 181636275 33.44554781824695 33.44554781824695
 181636285 33.75750987839808 33.75750987839808
 181636308 34.42994200218584 34.42994200218584
 181636318 34.83981482408916 34.83981482408916
 181636341 35.12341452371186 35.12341452371186
 181636351 35.42328373393747 35.42328373393747
 181636374 35.34839753987745 35.34839753987745
 181636384 35.907803693279845 35.907803693279845
 181636407 35.85142048168137 35.85142048168137
 181636417 36.14551818205837 36.14551818205837
 181636440 37.067457116226706 37.067457116226706
 181636450 37.34095155097236 37.34095155097236
 181636473 37.73674052280711 37.73674052280711
 181636483 38.091302472811606 38.091302472811606
 181636506 38.57476375283261 38.57476375283261
 181636516 38.53875158043377 38.53875158043377
 181636539 39.18494553252492 39.18494553252492
 181636549 39.214315345955924 39.214315345955924
