name=AzimuthSensor vendor=Kyle current_time_ms=1561446802735
m_t m_x m_y m_z a_t a_x a_y a_z g_t g_x g_y g_z direction_degrees
282510485 282510477521462 -0.40626597 -0.46998292 -0.78362244 282510482942868 -0.07558654 0.18552515 0.9797281 282510470328910 0.7744711 -0.584121 -0.24289332 124.73776405708355
282510518 282510507663077 -0.40655437 -0.4704318 -0.78320336 282510513286670 -0.07245702 0.18819848 0.97945464 282510510786670 0.77947474 -0.5738634 -0.251197 124.69335416710015
282510551 282510547853389 -0.4068375 -0.47124335 -0.78256816 282510543635316 -0.06870203 0.19063166 0.97925466 282510541135316 0.78380686 -0.5712298 -0.24360499 124.72291522582793
282510584 282510577994066 -0.40708908 -0.47166398 -0.7821839 282510573983910 -0.064968206 0.19330694 0.97898495 282510571483910 0.79080266 -0.5641838 -0.2373348 124.69844948822094
282510617 282510608131097 -0.4073303 -0.4721083 -0.78179014 282510614448754 -0.060714453 0.19642499 0.97863734 282510611948754 0.7934848 -0.55922914 -0.24009281 124.66331499513046
282510650 282510648317608 -0.40760452 -0.47295246 -0.78113675 282510644797400 -0.058641106 0.19792615 0.9784612 282510642297400 0.79457825 -0.55435866 -0.24765275 124.70004775248674
282510683 282510678455160 -0.40768313 -0.473533 -0.78074384 282510675146045 -0.056194533 0.19985928 0.9782118 282510672646045 0.8005392 -0.5501044 -0.23774408 124.70313499799158
282510716 282510708592556 -0.40779433 -0.47378176 -0.7805348 282510705494639 -0.054109037 0.20181765 0.97792727 282510702994639 0.80602413 -0.53889143 -0.24478795 124.65670337201385
282510749 282510738729327 -0.4078665 -0.47420445 -0.7802404 282510745959483 -0.05197356 0.20539567 0.977298 282510743459483 0.798275 -0.53939897 -0.2679661 124.50954011615676
282510782 282510778919275 -0.40809876 -0.4747556 -0.77978367 282510776308129 -0.049765952 0.20785747 0.9768923 282510773808129 0.7954224 -0.54205334 -0.27107465 124.45179769691345
282510815 282510809062243 -0.40819907 -0.47510782 -0.7795166 282510806656775 -0.04749436 0.21005775 0.97653466 282510804156775 0.8079219 -0.5297086 -0.25820738 124.4021558820258
282510848 282510839205368 -0.40819383 -0.4754095 -0.7793354 282510837005368 -0.045366216 0.21241298 0.9761263 282510834505368 0.818139 -0.5185196 -0.24856792 124.33449602810765
282510881 282510879403493 -0.4082187 -0.475975 -0.77897704 282510877470212 -0.04251827 0.2146801 0.9757585 282510874970212 0.81264347 -0.5221647 -0.25875595 124.32508402743139
282510914 282510909550004 -0.4083161 -0.47632757 -0.7787104 282510907818858 -0.04054022 0.21534698 0.9756957 282510905318858 0.8037308 -0.5374348 -0.2553051 124.38047686160019
282510947 282510939695525 -0.40851521 -0.47668597 -0.77838665 282510938167504 -0.038264535 0.21617037 0.9756056 282510935667504 0.8110608 -0.5329649 -0.24109913 124.43129346902509
282510980 282510969842452 -0.4085875 -0.4770323 -0.7781366 282510968516097 -0.036288362 0.21752474 0.97537994 282510966016097 0.8218461 -0.51516724 -0.24325232 124.43442169566498
282511013 282511010033077 -0.40859136 -0.47737157 -0.7779264 282511008980993 -0.034734078 0.21993193 0.97489667 282511006480993 0.81147665 -0.5150386 -0.27611738 124.341257915386
282511046 282511040172139 -0.4086579 -0.47769505 -0.7776929 282511039330160 -0.032240927 0.22210647 0.9744892 282511036830160 0.8097069 -0.51401025 -0.2831398 124.29742176129287
282511079 282511070312139 -0.40866363 -0.47797504 -0.77751774 282511069679327 -0.02946946 0.22436373 0.97405976 282511067179327 0.8128469 -0.48771602 -0.3184541 124.25579858849079
282511112 282511100453441 -0.40859246 -0.47828633 -0.7773637 282511100028493 -0.026459541 0.22587825 0.9737961 282511097528493 0.79587436 -0.4681893 -0.38390473 124.28944410034228
282511145 282511140645889 -0.4085174 -0.4786054 -0.7772068 282511140494014 -0.02031554 0.2277689 0.97350323 282511137994014 0.7570266 -0.45205277 -0.4717616 124.4203788267314
282511178 282511170787347 -0.4083521 -0.47877198 -0.777191 282511170843181 -0.014973754 0.22931153 0.973238 282511168343181 0.7360584 -0.39953455 -0.54643404 124.53890992958782
282511211 282511200929847 -0.40815353 -0.47920337 -0.77702945 282511201192347 -0.010082361 0.23032296 0.97306204 282511198692347 0.6901149 -0.31679532 -0.6506782 124.71462337617555
282511244 282511241126097 -0.40758446 -0.47962093 -0.7770705 282511241657920 -0.0043562944 0.23112606 0.97291404 282511239157920 0.59178764 -0.27202502 -0.7588081 124.9653596206067
282511277 282511271268025 -0.40704802 -0.48015332 -0.7770229 282511272007035 -5.6359655E-4 0.23202154 0.9727105 282511269507035 0.5099049 -0.29957807 -0.80638075 125.1399255954139
282511310 282511301412243 -0.4066718 -0.48079547 -0.77682287 282511302356202 0.003716828 0.23200662 0.97270703 282511299856202 0.42714572 -0.30015838 -0.85290766 125.4183104456053
282511343 282511341601879 -0.40586662 -0.48150334 -0.7768056 282511332705368 0.0064351046 0.23090234 0.9729557 282511330205368 0.3597428 -0.29135108 -0.886397 125.7530580168276
282511376 282511371738389 -0.40506268 -0.4819542 -0.77694553 282511373170941 0.008654971 0.22885276 0.9734225 282511370670941 0.29876357 -0.29633585 -0.9071523 126.11994845828406
282511409 282511401877556 -0.40422076 -0.48258856 -0.77699023 282511403520108 0.010208964 0.22761269 0.97369826 282511401020108 0.26522645 -0.29690963 -0.9173329 126.4111194226017
282511442 282511432021879 -0.40321946 -0.4832737 -0.7770847 282511433869275 0.010804146 0.22683178 0.97387403 282511431369275 0.22859348 -0.29175392 -0.92877585 126.6344939292178
282511475 282511472207920 -0.4017481 -0.48412678 -0.77731574 282511464218441 0.011658422 0.22567016 0.974134 282511461718441 0.19360135 -0.2858801 -0.93850476 126.94793131022965
282511508 282511502355472 -0.40050206 -0.48508453 -0.77736163 282511504683962 0.010545106 0.22399731 0.9745327 282511502183962 0.16779527 -0.27939075 -0.9454023 127.20701404582655
282511541 282511532504379 -0.3989217 -0.48606965 -0.77755886 282511535031097 0.0098207155 0.22318377 0.9747269 282511532531097 0.15667558 -0.28196058 -0.9465469 127.43592100567037
282511574 282511572693389 -0.39661548 -0.4873558 -0.7779335 282511565378233 0.008613905 0.22213657 0.97497755 282511562878233 0.13975461 -0.28393978 -0.94860256 127.7354111403971
282511607 282511602837868 -0.39470586 -0.4883688 -0.77826935 282511595725368 0.00664615 0.22110255 0.97522795 282511593225368 0.12538733 -0.27970994 -0.95186144 127.94392315537925
282511640 282511632976827 -0.3925581 -0.4892754 -0.77878606 282511636188233 0.001715246 0.22025149 0.9754416 282511633688233 0.11769563 -0.27621505 -0.95386213 127.99546376285616
282511673 282511663114170 -0.3902749 -0.4902999 -0.779289 282511666535420 -0.0021480499 0.22043376 0.97539955 282511664035420 0.10840867 -0.26848528 -0.9571641 128.03551599214916
282511706 282511703310368 -0.38688713 -0.49149305 -0.7802262 282511696882556 -0.0064184605 0.2205965 0.975344 282511694382556 0.09281125 -0.26013556 -0.96110123 128.14142490541934
282511739 282511733451618 -0.3840879 -0.49224535 -0.7811344 282511727229691 -0.009978235 0.22091712 0.9752415 282511724729691 0.08238889 -0.2578831 -0.9626569 128.18862151258412
282511772 282511763590525 -0.38110068 -0.49305207 -0.7820881 282511767692556 -0.014160555 0.22194429 0.9749565 282511765192556 0.08701467 -0.25451922 -0.9631451 128.1656037750812
282511805 282511793732400 -0.37797892 -0.49371114 -0.7831866 282511798039691 -0.017019002 0.22220334 0.97485185 282511795539691 0.09116563 -0.25362667 -0.9629966 128.2615542725415
282511838 282511833926202 -0.37343055 -0.49470168 -0.78474194 282511828386879 -0.020185744 0.22149208 0.97495323 282511825886879 0.08450611 -0.25503618 -0.9632317 128.54070410391995
282511871 282511864073806 -0.37011695 -0.49525473 -0.785962 282511868849743 -0.024529936 0.21759556 0.9757307 282511866349743 0.07756789 -0.25696126 -0.96330374 128.89583295962558
282511904 282511894218077 -0.3665552 -0.49564788 -0.787382 282511899196879 -0.029395778 0.21405919 0.9763783 282511896696879 0.08159931 -0.25322857 -0.9639589 129.19166211295715
282511937 282511934393233 -0.36183268 -0.49623278 -0.78919595 282511929544014 -0.036433596 0.21020827 0.9769776 282511927044014 0.07724359 -0.2459742 -0.9661937 129.49046922876687
282511970 282511964524639 -0.35810012 -0.4963698 -0.7908105 282511959891150 -0.043607313 0.20668133 0.9774361 282511957391150 0.06893062 -0.24652286 -0.96668243 129.6482465985942
282512003 282511994664379 -0.3542498 -0.49622506 -0.7926334 282512000354014 -0.05095227 0.20398365 0.9776474 282511997854014 0.059378535 -0.24937841 -0.96658397 129.71137120690344
282512036 282512024802816 -0.35047376 -0.49599317 -0.7944552 282512030699327 -0.056405954 0.20240754 0.9776756 282512028199327 0.05167637 -0.24900745 -0.9671219 129.76852622987815
282512069 282512064985212 -0.34544262 -0.4951615 -0.7971728 282512061044327 -0.060494583 0.2013526 0.97764903 282512058544327 0.042232964 -0.25263804 -0.9666387 129.8709517466716
282512102 282512095123806 -0.34184828 -0.4942504 -0.7992849 282512091389327 -0.06237509 0.20153706 0.9774928 282512088889327 0.034017127 -0.26045024 -0.9648878 129.89391484266122
282512135 282512125257295 -0.3383423 -0.493125 -0.8014688 282512131849327 -0.060654078 0.20406477 0.9770766 282512129349327 0.028248996 -0.2688778 -0.96276 129.89253514444886
282512168 282512165439900 -0.3337314 -0.4915703 -0.80435187 282512162194327 -0.057650875 0.20623684 0.97680235 282512159694327 0.022800745 -0.2701804 -0.96253973 130.01291039838117
282512201 282512195572347 -0.33044186 -0.4902049 -0.8065403 282512192539327 -0.053931568 0.20818518 0.9766014 282512190039327 0.017338919 -0.2712878 -0.9623421 130.1285864821645
282512234 282512225706983 -0.32725966 -0.48888338 -0.80863726 282512222884327 -0.050017107 0.20951588 0.9765251 282512220384327 0.01522734 -0.2743568 -0.9615074 130.30791992901237
282512267 282512255837660 -0.32432276 -0.4874505 -0.8106829 282512263344327 -0.045654614 0.20950824 0.9767405 282512260844327 0.011031713 -0.2828207 -0.9591093 130.6025333086717
282512300 282512296020525 -0.32059678 -0.4853882 -0.8133978 282512293689327 -0.043460228 0.20965093 0.97681 282512291189327 0.010480067 -0.29214537 -0.9563166 130.75962765958195
282512333 282512326160264 -0.31803325 -0.48389474 -0.8152918 282512324034327 -0.040918633 0.21148731 0.9765238 282512321534327 0.016883323 -0.3009872 -0.95347875 130.77682607591208
282512366 282512356297035 -0.315492 -0.48216105 -0.8173037 282512364494327 -0.037827 0.2170467 0.97542804 282512351879327 0.024365949 -0.30136707 -0.95319676 130.4768441675651
282512399 282512396468129 -0.31226096 -0.4800311 -0.81979465 282512394839327 -0.035062313 0.22273524 0.97424823 282512392339327 0.040111266 -0.2943947 -0.9548418 130.13809410548913
282512432 282512426601775 -0.30993995 -0.47854114 -0.8215447 282512425184327 -0.033779547 0.22844028 0.97297174 282512422684327 0.05170515 -0.2816488 -0.9581235 129.69555248878567
282512465 282512456742920 -0.30771592 -0.47716847 -0.82317746 282512455529327 -0.03283105 0.23201291 0.97215843 282512453029327 0.062473334 -0.27662194 -0.958946 129.4244622806279
282512498 282512496923077 -0.30495688 -0.47550797 -0.8251627 282512495989327 -0.031658743 0.23217401 0.9721589 282512493489327 0.069966935 -0.2786589 -0.9578381 129.49112492692723
282512531 282512527055785 -0.3030368 -0.4743054 -0.82656103 282512526332816 -0.030458884 0.23183274 0.97227865 282512523832816 0.07853398 -0.28155103 -0.956327 129.60737474660084
282512564 282512557187087 -0.30120137 -0.47340178 -0.827749 282512556675733 -0.029465603 0.23244104 0.97216403 282512554175733 0.09024923 -0.2816841 -0.9552534 129.64539157952112
282512597 282512587322920 -0.29942486 -0.4724496 -0.82893676 282512587018650 -0.03075416 0.23406601 0.9717342 282512584518650 0.100696355 -0.2732758 -0.95665073 129.42600590338031
282512630 282512627503441 -0.29712477 -0.47137272 -0.8303762 282512627475837 -0.033687588 0.23742469 0.9708217 282512624975837 0.1100348 -0.2549013 -0.960686 128.94962752952858
282512663 282512657645108 -0.29542485 -0.470443 -0.8315092 282512657818754 -0.03520306 0.23980859 0.97018176 282512655318754 0.108252 -0.24729793 -0.9628734 128.62833543097122
282512696 282512687776670 -0.2937639 -0.46966428 -0.83253723 282512688161670 -0.036003396 0.24034557 0.97001946 282512685661670 0.10654572 -0.24716912 -0.9630968 128.55241104815735
282512729 282512717909118 -0.2921185 -0.46895608 -0.8335148 282512718504535 -0.037177883 0.24061884 0.96990746 282512716004535 0.10752678 -0.24374087 -0.96386117 128.48610357169485
282512762 282512758088910 -0.2901366 -0.46793595 -0.83477944 282512758961775 -0.040802393 0.24252723 0.9692862 282512756461775 0.1050671 -0.24221815 -0.96451604 128.08071818407626
282512795 282512788230525 -0.28872126 -0.4673073 -0.8356219 282512789304691 -0.042986803 0.24543378 0.9684598 282512786804691 0.108842514 -0.24973202 -0.96217835 127.66690434302188
282512828 282512818372243 -0.28746969 -0.46646023 -0.8365262 282512819647556 -0.044088885 0.24859113 0.9676046 282512817147556 0.11524054 -0.25148484 -0.960976 127.25089118105473
282512861 282512858556514 -0.2858199 -0.4656385 -0.8375487 282512849990472 -0.044959832 0.25131983 0.96685934 282512847490472 0.112168215 -0.24645716 -0.9626407 126.92102036489979
282512894 282512888693545 -0.2847463 -0.465002 -0.8382676 282512890447712 -0.045579407 0.25457385 0.9659787 282512887947712 0.093986705 -0.2424138 -0.9656097 126.52650863843985
282512927 282512918838233 -0.28369185 -0.46426368 -0.8390341 282512920790577 -0.04521416 0.2561828 0.96557033 282512918290577 0.09241672 -0.23996224 -0.96637326 126.35369119206018
282512960 282512948978702 -0.28271386 -0.46366003 -0.8396977 282512951133493 -0.044837702 0.25721046 0.96531457 282512948633493 0.095314495 -0.23194292 -0.9680484 126.25573261898387
282512993 282512989159847 -0.28149068 -0.4629026 -0.8405261 282512991590733 -0.04420024 0.2577715 0.96519434 282512989090733 0.07666621 -0.23345146 -0.9693414 126.22282476756277
282513026 282513019294327 -0.28056943 -0.46251902 -0.8410451 282513021932816 -0.042370543 0.25802022 0.96520996 282513019432816 0.056623634 -0.24676643 -0.9674193 126.32815994494268
282513059 282513049420785 -0.27975535 -0.4619409 -0.8416338 282513052274275 -0.03968939 0.25816768 0.9652845 282513049774275 0.043674424 -0.2569279 -0.96544313 126.46826078519803
282513092 282513089590368 -0.27868235 -0.46123463 -0.8423769 282513082615733 -0.03596003 0.25844222 0.9653571 282513080115733 0.033013128 -0.2633159 -0.96414465 126.66893174301299
282513125 282513119723702 -0.27797896 -0.46071795 -0.8428919 282513123071045 -0.030522851 0.25856897 0.9655105 282513120571045 -0.009724069 -0.2661124 -0.96389294 127.00568738985129
282513158 282513149855733 -0.27731508 -0.4600208 -0.84349114 282513153412504 -0.026170019 0.25708744 0.9660337 282513150912504 -0.04366814 -0.27361158 -0.96084845 127.43712311896434
282513192 282513190039847 -0.276342 -0.45901132 -0.84435993 282513183753962 -0.021383751 0.25515848 0.96666276 282513181253962 -0.06417638 -0.28368098 -0.9567688 127.9451389290515
282513224 282513220174379 -0.27576703 -0.45815042 -0.84501517 282513214095420 -0.016208185 0.25311288 0.96730095 282513211595420 -0.07738398 -0.29190478 -0.9533118 128.4953243270744
282513257 282513250308910 -0.27519822 -0.45720407 -0.84571296 282513244436931 -0.010713775 0.2513815 0.9678288 282513241936931 -0.09026288 -0.2967988 -0.9506646 129.0348273092353
282513290 282513280441827 -0.27474535 -0.4560414 -0.8464876 282513284892191 -0.0023982432 0.2489739 0.9685072 282513282392191 -0.118155584 -0.30763507 -0.9441398 129.85402653790834
282513323 282513320614222 -0.27409798 -0.4541093 -0.8477353 282513315233650 0.0049071643 0.24635875 0.9691663 282513312733650 -0.1302253 -0.31896698 -0.9387765 130.56059594716783
282513356 282513350748597 -0.27372727 -0.45243114 -0.8487518 282513345575160 0.012490632 0.24368292 0.9697745 282513343075160 -0.14489809 -0.32337818 -0.9351103 131.33345917251143
282513389 282513380872139 -0.2733111 -0.45039803 -0.8499663 282513386030420 0.022243924 0.23935115 0.97067827 282513383530420 -0.17275058 -0.31216687 -0.9341889 132.48603993457277
282513422 282513411002660 -0.27302745 -0.44811484 -0.8512632 282513416371879 0.03053547 0.23574944 0.97133404 282513413871879 -0.17421477 -0.30231056 -0.93715394 133.41330641629372
282513455 282513451177087 -0.27264357 -0.44455016 -0.85325295 282513446713389 0.036947455 0.23194763 0.9720263 282513444213389 -0.16352175 -0.28895128 -0.94327503 134.05624578324534
282513488 282513481302660 -0.2724861 -0.44178137 -0.85474 282513477054847 0.041070003 0.22740784 0.9729332 282513474554847 -0.1467521 -0.27552223 -0.950027 134.6579444679884
282513521 282513511435525 -0.27224994 -0.43865645 -0.856423 282513517510472 0.04392313 0.22063465 0.974367 282513515010472 -0.12266104 -0.26109177 -0.957489 135.3622189336868
282513554 282513551606670 -0.27203226 -0.43439344 -0.8586622 282513547852764 0.044664036 0.21542518 0.9754984 282513545352764 -0.09890859 -0.2575575 -0.9611874 135.51965479405555
282513587 282513581735004 -0.27194166 -0.4310167 -0.8603908 282513578195056 0.045259003 0.2106234 0.97651905 282513575695056 -0.07234825 -0.2616099 -0.96245825 135.7146157137244
282513620 282513611872816 -0.27204084 -0.42751616 -0.86210424 282513618651410 0.047000386 0.20634125 0.9773506 282513616151410 -0.046361312 -0.27271256 -0.9609779 135.93243044635614
282513653 282513642006827 -0.27224573 -0.42376074 -0.86389184 282513648993702 0.04865923 0.20433806 0.9776902 282513646493702 -0.034620594 -0.27435124 -0.9610061 135.8358379111138
282513686 282513682191097 -0.27269378 -0.41894883 -0.86609465 282513679335993 0.04940884 0.20215382 0.9781066 282513676835993 -0.02418545 -0.27011847 -0.9625233 135.497415698118
282513719 282513702283702 -0.2729714 -0.41655254 -0.8671624 282513699564170 0.048795603 0.20078088 0.9784202 282513697064170 -0.0169335 -0.26581907 -0.9638742 135.24953447275993
282513752 282513702283702 -0.2729714 -0.41655254 -0.8671624 282513699564170 0.048795603 0.20078088 0.9784202 282513697064170 -0.0169335 -0.26581907 -0.9638742 135.24953447275993
282513785 282513782642504 -0.27453783 -0.40677977 -0.8712975 282513780476931 0.04675817 0.20128243 0.97841656 282513777976931 0.007790349 -0.25376046 -0.9672357 133.48428574214847
282513818 282513812784066 -0.27530637 -0.40292028 -0.87284684 282513810819222 0.045286752 0.20150083 0.97844094 282513808319222 0.017291123 -0.24946505 -0.9682295 132.68225760904886
282513851 282513842925577 -0.27622837 -0.39905885 -0.8743282 282513841161514 0.042735506 0.20066476 0.97872746 282513838661514 0.028335238 -0.24413922 -0.9693261 131.88080321183958
282513885 282513883111045 -0.2774871 -0.39407972 -0.87618613 282513881617920 0.03774498 0.19952404 0.9791657 282513879117920 0.038754616 -0.24186942 -0.9695346 130.68149029547703
282513917 282513913248858 -0.27857795 -0.3904368 -0.8774699 282513911960212 0.03342408 0.19841623 0.9795478 282513909460212 0.043667067 -0.24081782 -0.96958745 129.76597173912853
282513950 282513943385525 -0.27972552 -0.38686013 -0.8786881 282513942302504 0.028676396 0.1969655 0.97999096 282513939802504 0.046155646 -0.24028641 -0.9696041 128.87233710888074
282513983 282513973534014 -0.28105634 -0.3831397 -0.8798928 282513972644795 0.0235823 0.19596344 0.9803276 282513970144795 0.044853315 -0.2379581 -0.9702392 127.86555356484251
282514016 282514013724535 -0.2829643 -0.37790763 -0.8815424 282514013101306 0.013098062 0.1973043 0.98025477 282514010601306 0.038895212 -0.23368493 -0.97153413 125.83456949438255
282514049 282514043871410 -0.28454813 -0.37416115 -0.88263005 282514043444379 0.003869273 0.19832689 0.9801283 282514040944379 0.027665662 -0.23164685 -0.9724065 124.26254681539075
282514082 282514074016462 -0.2860175 -0.37042826 -0.8837289 282514073787400 -0.005081668 0.19742112 0.9803056 282514071287400 0.015347595 -0.22264916 -0.97477776 123.034902274351
282514115 282514104167087 -0.28754672 -0.36637497 -0.88492155 282514104130472 -0.014397774 0.19619823 0.98045856 282514101630472 0.010941286 -0.21257406 -0.9770837 121.82171041359499
282514148 282514144368962 -0.2897063 -0.36150512 -0.88621914 282514144587868 -0.025109928 0.19681332 0.98011935 282514142087868 0.008559806 -0.20739214 -0.9782204 120.16772546456309
282514181 282514174520264 -0.29135865 -0.35766318 -0.88723564 282514174930889 -0.03141091 0.19846925 0.9796036 282514172430889 0.0043973573 -0.20329049 -0.9791087 118.89315752392531
282514214 282514204668597 -0.29302743 -0.35413486 -0.8881011 282514205273962 -0.036507662 0.2009142 0.97892827 282514202773962 0.0031927468 -0.19553225 -0.980692 117.65685230301801
282514247 282514234817712 -0.29465607 -0.3505119 -0.88899904 282514235616983 -0.040803846 0.20348033 0.9782284 282514233116983 0.0064852783 -0.18684721 -0.9823676 116.45652851865827
282514280 282514275009170 -0.29675198 -0.34582856 -0.89013535 282514276074379 -0.045564465 0.20507944 0.9776841 282514273574379 0.010229908 -0.1747803 -0.9845543 115.1960307677108
282514313 282514305145785 -0.29839927 -0.34240675 -0.8909071 282514306417452 -0.048738346 0.20496784 0.9775545 282514303917452 0.008760268 -0.16790971 -0.98576343 114.46738618705382
282514346 282514335285941 -0.30005765 -0.33927616 -0.89154756 282514336760472 -0.052273963 0.2045189 0.9774658 282514334260472 0.008794695 -0.16596895 -0.98609173 113.82105904627383
282514379 282514375475420 -0.30233088 -0.33490172 -0.8924331 282514377217868 -0.056693505 0.2047857 0.9771636 282514374717868 0.023234287 -0.16185114 -0.98654157 112.84624761774046
282514412 282514405617556 -0.3040075 -0.3318913 -0.892988 282514407560941 -0.061861802 0.20572868 0.9766519 282514405060941 0.032868605 -0.15681261 -0.9870813 112.00154446270665
282514445 282514435761358 -0.30563107 -0.32898822 -0.89350796 282514437903962 -0.067127176 0.20674202 0.97609 282514435403962 0.031217746 -0.16285908 -0.9861554 111.18373859262431
282514478 282514475954952 -0.30792186 -0.32528138 -0.89407843 282514468247035 -0.06997487 0.20769611 0.9756874 282514465747035 0.027660571 -0.17298432 -0.98453605 110.33687026762362
282514511 282514506100733 -0.30965748 -0.32229704 -0.8945596 282514508704535 -0.07179259 0.20919812 0.9752344 282514506204535 0.036141787 -0.18180719 -0.98266983 109.59100678006905
282514544 282514536240212 -0.3114284 -0.31995466 -0.89478564 282514539048493 -0.0715437 0.21110176 0.9748423 282514536548493 0.04282858 -0.1857891 -0.9816558 108.95577869669034
282514577 282514566382243 -0.3131945 -0.3176162 -0.8950023 282514569392452 -0.070712395 0.21341084 0.9744001 282514566892452 0.035203986 -0.18928033 -0.98129183 108.28674800710928
282514610 282514606567816 -0.31536424 -0.3144852 -0.89534605 282514599736410 -0.067753345 0.2160533 0.97402793 282514597236410 0.02511451 -0.19785145 -0.9799102 107.50354387536225
282514643 282514636704535 -0.31702566 -0.31215316 -0.8955753 282514640195004 -0.06081731 0.2210425 0.9733661 282514637695004 0.028863132 -0.2002602 -0.9793175 106.6356590582854
282514676 282514666846775 -0.31866917 -0.31014758 -0.8956888 282514670539014 -0.056749977 0.22521761 0.97265434 282514668039014 0.029132038 -0.18768854 -0.9817965 105.82769549079711
282514709 282514696986358 -0.3201721 -0.30789873 -0.8959287 282514700882972 -0.055080045 0.22800632 0.9721005 282514698382972 0.01927545 -0.18112712 -0.9832708 105.10605868422857
282514742 282514737174222 -0.32197478 -0.30534303 -0.89615726 282514731226931 -0.054455526 0.23010813 0.9716403 282514728726931 0.018635381 -0.18722533 -0.9821402 104.39856036924198
282514775 282514767313962 -0.32334903 -0.30358317 -0.8962603 282514771685525 -0.052403044 0.23283969 0.97110224 282514759070889 0.032790158 -0.199717 -0.97930485 103.76292247451306
282514808 282514797453806 -0.32472456 -0.30198562 -0.89630276 282514802029483 -0.049334165 0.23788597 0.97003937 282514799529483 0.052683286 -0.19841568 -0.97870106 102.84036199313027
282514841 282514837648181 -0.3262509 -0.30021405 -0.8963436 282514832373441 -0.04829056 0.24199267 0.96907556 282514829873441 0.06794129 -0.19336642 -0.9787714 101.97595374234095
282514874 282514867791462 -0.32728675 -0.29928952 -0.89627516 282514862717400 -0.04862272 0.24412301 0.9685245 282514860217400 0.07836527 -0.19241337 -0.97817993 101.5100187277302
282514907 282514897938233 -0.3281602 -0.29840824 -0.89624965 282514903176045 -0.04965332 0.24175999 0.96906483 282514900676045 0.07882002 -0.21756457 -0.9728582 101.67871757004036
282514940 282514938132660 -0.32942614 -0.29708236 -0.8962257 282514933520004 -0.046832394 0.2414075 0.9692931 282514931020004 0.091583185 -0.26644996 -0.95948786 101.54228454136933
282514973 282514968277295 -0.3303522 -0.29630312 -0.8961428 282514963863962 -0.043182038 0.2453226 0.9684793 282514961363962 0.10575832 -0.27495682 -0.95562226 100.89896951401334
282515006 282514998415264 -0.33115456 -0.295492 -0.8961145 282514994207920 -0.043375332 0.25091708 0.9670363 282514991707920 0.12296888 -0.22784783 -0.96590066 99.95871884268024
282515039 282515028554795 -0.33180973 -0.29475698 -0.89611423 282515034667035 -0.045755893 0.25874776 0.96486056 282515032167035 0.1428261 -0.17316855 -0.9744811 98.69492894055281
282515072 282515068747035 -0.33259773 -0.2938983 -0.8961041 282515065011514 -0.045997668 0.26090845 0.964267 282515062511514 0.12619004 -0.17014337 -0.9773062 98.24363102133339
282515105 282515098893493 -0.33322328 -0.29324993 -0.89608413 282515095355993 -0.04550781 0.2592368 0.96474105 282515092855993 0.117273174 -0.17860645 -0.9769067 98.38039189908454
