name=AzimuthSensor vendor=Kyle current_time_ms=1561446802735
m_t m_x m_y m_z a_t a_x a_y a_z g_t g_x g_y g_z direction_degrees
282515138 282515129039014 -0.3336542 -0.29251313 -0.89616454 282515135815316 -0.04552716 0.25741732 0.96522725 282515133315316 0.1563799 -0.20215769 -0.9667872 98.52242568287494
282515171 282515159174327 -0.33419862 -0.29194754 -0.8961461 282515166159795 -0.045463968 0.25902507 0.96480006 282515163659795 0.18435608 -0.22744904 -0.95617974 98.20109260318253
282515204 282515199351566 -0.33485898 -0.29115093 -0.89615875 282515196504275 -0.04508804 0.26149222 0.96415186 282515194004275 0.18262447 -0.23548819 -0.95456463 97.72134694606996
282515237 282515229487920 -0.33523738 -0.29045683 -0.89624256 282515226848754 -0.044612527 0.26355064 0.96361345 282515224348754 0.16238469 -0.22033586 -0.96181244 97.31688363398933
282515270 282515259624170 -0.335735 -0.29007897 -0.89617866 282515267308077 -0.045389924 0.26616225 0.962859 282515264808077 0.15439923 -0.20952064 -0.96553713 96.88036624413382
282515303 282515299810160 -0.3363248 -0.2896225 -0.8961051 282515297652556 -0.045111082 0.2693995 0.9619714 282515295152556 0.17778902 -0.21239589 -0.9608741 96.34337677158743
282515336 282515329955525 -0.33679318 -0.28917196 -0.8960747 282515327997035 -0.043643706 0.27249715 0.96116626 282515325497035 0.17625034 -0.21192221 -0.9612621 95.82428239466645
282515369 282515360094275 -0.33724883 -0.28878817 -0.8960271 282515358341514 -0.04097764 0.27472413 0.96064955 282515355841514 0.15073188 -0.21034388 -0.96593755 95.43455180062551
282515402 282515400289222 -0.33788255 -0.28799728 -0.89604294 282515398800837 -0.036589853 0.27646688 0.9603266 282515396300837 0.13331658 -0.21811958 -0.9667732 95.03945950808611
282515435 282515430426827 -0.33846185 -0.28754482 -0.89596957 282515429145316 -0.03228521 0.2772715 0.96024907 282515426645316 0.13288689 -0.22951956 -0.9641897 94.8315143988051
282515468 282515460563181 -0.33910987 -0.28717688 -0.89584255 282515459489795 -0.026920587 0.27826452 0.9601272 282515456989795 0.11436106 -0.24596353 -0.962509 94.60040128785937
282515501 282515490702139 -0.3398886 -0.28667673 -0.89570767 282515489834275 -0.020987386 0.27867076 0.9601574 282515487334275 0.07643143 -0.2616763 -0.96212465 94.4300427095809
282515534 282515530887868 -0.34124327 -0.2859401 -0.895428 282515530292920 -0.011115294 0.2779723 0.96052474 282515527792920 0.051464107 -0.27825603 -0.9591272 94.37217734693257
282515567 282515561025733 -0.34251955 -0.28524497 -0.8951624 282515560636618 -0.0038582762 0.27633917 0.9610525 282515558136618 0.043266796 -0.27760062 -0.9597218 94.48546286450642
282515600 282515591167920 -0.34393808 -0.2845046 -0.894854 282515590980316 0.0027881733 0.273597 0.9618404 282515588480316 0.022726463 -0.27859366 -0.9601401 94.78077975365022
282515633 282515631358858 -0.3456232 -0.28363073 -0.89448214 282515631438597 0.011784797 0.26996958 0.9627968 282515628938597 0.0011798867 -0.28882548 -0.957381 95.06828290638362
282515666 282515661502712 -0.34838918 -0.28229266 -0.89383215 282515661782295 0.018303633 0.2669037 0.9635493 282515659282295 -0.011551183 -0.29476446 -0.9555001 95.4754031620514
282515699 282515691654900 -0.3507029 -0.28134015 -0.89322734 282515692125993 0.021944318 0.26294607 0.9645609 282515689625993 -0.014233256 -0.28681692 -0.95787966 95.96862478239632
282515732 282515721802243 -0.3532763 -0.28041902 -0.89250267 282515722469691 0.023618598 0.25826192 0.9657861 282515719969691 -0.018540615 -0.28423384 -0.95857567 96.58397018510112
282515765 282515761997972 -0.35692418 -0.27935958 -0.89138275 282515762927972 0.02456972 0.2514547 0.9675572 282515760427972 -0.011238636 -0.2865221 -0.95800775 97.50661262875394
282515798 282515792142347 -0.36000082 -0.27872244 -0.89034444 282515793271670 0.023188433 0.2467245 0.9688082 282515790771670 0.0020248748 -0.28360322 -0.95893955 98.13063237170468
282515831 282515822288441 -0.36318496 -0.2779806 -0.8892825 282515823615368 0.021581965 0.24232943 0.96995395 282515821115368 0.0064061983 -0.28832626 -0.9575108 98.66038184373087
282515864 282515852433754 -0.3663919 -0.27747664 -0.8881237 282515853959066 0.021325437 0.23765725 0.971115 282515851459066 0.0032567242 -0.29563284 -0.95529604 99.268671661023
282515897 282515892637452 -0.37083015 -0.2766658 -0.88653314 282515894417347 0.02012615 0.23174329 0.97256875 282515891917347 0.0068778335 -0.30037984 -0.9537949 99.97048042843102
282515930 282515922786566 -0.37427142 -0.2763218 -0.88519335 282515924761045 0.018311193 0.22950216 0.97313595 282515922261045 0.01364576 -0.30246094 -0.95306414 100.18117810394756
282515963 282515952933754 -0.37781313 -0.27607688 -0.883764 282515955104743 0.01634374 0.22909789 0.9732662 282515952604743 0.016085349 -0.30401093 -0.95253277 100.1298082511999
282515996 282515993128545 -0.38259545 -0.27585983 -0.88177204 282515985448441 0.014509932 0.229717 0.97314924 282515982948441 0.01824899 -0.30235025 -0.9530222 99.92482744401866
282516029 282516023271150 -0.386132 -0.2760666 -0.8801644 282516025906827 0.01365239 0.23337689 0.9722906 282516023406827 0.029444326 -0.29308698 -0.9556322 99.38757842428379
282516062 282516053411097 -0.38964182 -0.27643862 -0.8784993 282516056250837 0.009655774 0.23497017 0.97195464 282516053750837 0.034406774 -0.27732453 -0.96016 99.15411572826355
282516095 282516093602452 -0.39393035 -0.27708337 -0.876381 282516086594847 0.003823885 0.23281898 0.97251266 282516084094847 0.03194123 -0.27046454 -0.9621999 99.46114639183395
282516128 282516123743181 -0.39719123 -0.27774137 -0.8746993 282516116938858 0.0010175521 0.22970955 0.9732587 282516114438858 0.032356348 -0.27956286 -0.9595821 99.91837974544217
282516161 282516153889743 -0.4003426 -0.27850553 -0.87301797 282516157397504 4.719348E-4 0.22893125 0.9734425 282516154897504 0.042989854 -0.2801612 -0.9589898 100.09543873929636
282516194 282516184038597 -0.40334854 -0.27931792 -0.87137336 282516187741514 -0.002694342 0.22940183 0.97332805 282516185241514 0.043359563 -0.27104184 -0.9615904 100.09377900332805
282516227 282516224235056 -0.40733123 -0.28038234 -0.8691761 282516218085472 -0.008328419 0.23058563 0.9730164 282516215585472 0.030925019 -0.26984438 -0.96240723 100.01148205401859
282516260 282516254382347 -0.4103876 -0.28133667 -0.8674282 282516248429483 -0.011345851 0.23188892 0.9726761 282516245929483 0.020994192 -0.27654678 -0.96077114 99.93434189753248
282516293 282516284523754 -0.41327515 -0.2823121 -0.86573875 282516288888129 -0.015717985 0.23193324 0.9726047 282516286388129 0.008884557 -0.26216444 -0.96498233 100.00866801608055
282516326 282516314666150 -0.4159908 -0.2832866 -0.8641182 282516319232139 -0.023979014 0.22996923 0.9729025 282516316732139 -0.006040099 -0.24397072 -0.96976376 100.29315905538988
282516359 282516354859170 -0.41946417 -0.28457138 -0.8620144 282516349576150 -0.031859644 0.22854623 0.97301155 282516347076150 -0.010088772 -0.24470975 -0.9695439 100.54238582801452
282516392 282516385006202 -0.42215186 -0.28564286 -0.86034644 282516390034795 -0.039401166 0.22987786 0.97242165 282516387534795 -0.001143183 -0.24096608 -0.97053283 100.46079921837872
282516425 282516415153910 -0.42463052 -0.28675264 -0.858756 282516420378806 -0.045401543 0.23215088 0.9716196 282516417878806 0.0026607257 -0.23190139 -0.97273564 100.30087033896285
282516458 282516455333285 -0.4275841 -0.28848428 -0.85670805 282516450722764 -0.051535163 0.23425633 0.97080797 282516448222764 0.0064769336 -0.22608376 -0.9740863 100.24254052345094
282516491 282516485470056 -0.4297415 -0.28980348 -0.855182 282516481066775 -0.056756824 0.23541905 0.9702353 282516478566775 0.015340472 -0.21537232 -0.9764115 100.24718505208659
282516524 282516515604535 -0.4317572 -0.29126492 -0.85366875 282516521525160 -0.06214618 0.2355112 0.9698826 282516519025160 0.030831266 -0.20304006 -0.9786849 100.38154170324987
282516557 282516545739743 -0.43353242 -0.2928863 -0.85221314 282516551868597 -0.06608452 0.23461013 0.96984065 282516549368597 0.03720709 -0.1979106 -0.97951365 100.64095911811614
282516590 282516585937712 -0.4357468 -0.29514307 -0.85030305 282516582212035 -0.06932528 0.23388912 0.9697886 282516579712035 0.047684547 -0.1947958 -0.979684 100.95352223491426
282516623 282516616071931 -0.43727675 -0.29688272 -0.8489109 282516612555525 -0.07366874 0.23438767 0.96934795 282516610055525 0.060066056 -0.18837668 -0.9802582 101.07932748923673
282516656 282516646213077 -0.43873593 -0.29874662 -0.84750295 282516653013441 -0.0814231 0.2352024 0.9685299 282516650513441 0.06341519 -0.18011126 -0.9815999 101.1730581752168
282516689 282516686398025 -0.44043416 -0.30119827 -0.84575254 282516683356879 -0.08705946 0.23498139 0.96809316 282516680856879 0.06506336 -0.1885726 -0.97990155 101.4398726849542
282516722 282516716535525 -0.44181928 -0.30295828 -0.84440047 282516713700368 -0.08974614 0.23603839 0.9675906 282516711200368 0.07892627 -0.20916015 -0.9746911 101.52113144550981
282516755 282516746671358 -0.44317394 -0.3047723 -0.8430366 282516744043806 -0.08993235 0.23830342 0.9670179 282516741543806 0.09600046 -0.22076555 -0.9705908 101.5080789540059
282516788 282516776808441 -0.44446033 -0.30652505 -0.84172297 282516784501722 -0.09151257 0.24051662 0.96632147 282516782001722 0.09582751 -0.21920891 -0.9709606 101.48838068843963
282516821 282516816987139 -0.44606313 -0.30852494 -0.8401429 282516814845212 -0.0924537 0.24044627 0.9662494 282516812345212 0.08618894 -0.2229306 -0.97101665 101.70749998720282
282516854 282516847119483 -0.44712853 -0.30995813 -0.8390483 282516845188650 -0.092177965 0.24039838 0.9662877 282516842688650 0.08460945 -0.22294004 -0.97115344 101.86777037607715
282516887 282516877249379 -0.44816005 -0.31135044 -0.83798176 282516875532087 -0.091789104 0.24158596 0.9660284 282516873032087 0.08034396 -0.21258038 -0.973835 101.91146992638687
282516920 282516917433702 -0.44943982 -0.3127127 -0.8367883 282516915990056 -0.09016393 0.24403907 0.96556485 282516913490056 0.061128423 -0.20273654 -0.97732353 101.84091407226066
282516953 282516947573389 -0.45036906 -0.31369832 -0.8359193 282516946333493 -0.088359036 0.24645786 0.9651172 282516943833493 0.05699012 -0.1918804 -0.9797622 101.73344787585967
282516986 282516977706358 -0.45109835 -0.31466797 -0.83516127 282516976676931 -0.08623842 0.24972266 0.9644695 282516974176931 0.06397744 -0.1814776 -0.98131174 101.54791261724546
282517019 282517007844379 -0.4517805 -0.3156499 -0.83442175 282517017134847 -0.08293303 0.25298887 0.963908 282517014634847 0.051254723 -0.17061706 -0.9840034 101.36564901924368
282517052 282517048027608 -0.45263225 -0.31671268 -0.8335569 282517047478337 -0.08004927 0.253447 0.9640315 282517044978337 0.028991928 -0.1764425 -0.9838839 101.44920955354962
282517085 282517078168650 -0.4533166 -0.31738704 -0.8329283 282517077821827 -0.077238925 0.25284302 0.9644193 282517075321827 0.02363424 -0.18984595 -0.98152936 101.58851126167201
282517118 282517108305004 -0.45399478 -0.31765363 -0.8324571 282517108165316 -0.07436511 0.25251934 0.9647299 282517105665316 0.02870786 -0.20867644 -0.9775633 101.65650579485947
282517151 282517138443285 -0.454581 -0.31815323 -0.8319463 282517138508806 -0.07200479 0.25139114 0.9652035 282517136008806 0.010487092 -0.21728979 -0.9760508 101.82551199568229
282517184 282517178629222 -0.45542613 -0.3185866 -0.831318 282517178966775 -0.06947089 0.24991415 0.96577257 282517176466775 -0.039030455 -0.24916449 -0.9676743 102.0200904247576
282517217 282517208758233 -0.45603105 -0.31888533 -0.8308717 282517209310264 -0.0661877 0.24951972 0.96610504 282517206810264 -0.060162522 -0.2657686 -0.9621578 102.10338458168587
282517250 282517238882400 -0.45673117 -0.319357 -0.8303058 282517239653754 -0.06316857 0.25033078 0.9660975 282517237153754 -0.072368346 -0.27238718 -0.95946234 102.0914522412059
282517283 282517279066827 -0.45766702 -0.319484 -0.8297415 282517280111722 -0.05852866 0.25027078 0.96640515 282517277611722 -0.11619856 -0.2586641 -0.95895296 102.12932564015364
282517316 282517309209222 -0.45821956 -0.31970567 -0.829351 282517310455212 -0.055315144 0.24909502 0.96689814 282517307955212 -0.15846048 -0.24698238 -0.95597595 102.2809831604846
282517349 282517339344952 -0.4588064 -0.3198404 -0.82897455 282517340798702 -0.05146611 0.24749775 0.9675206 282517338298702 -0.17545255 -0.2508615 -0.95198995 102.46828743809385
282517382 282517379523129 -0.45957923 -0.32006562 -0.8284594 282517371142191 -0.046287876 0.24550985 0.96828836 282517368642191 -0.17967662 -0.25348032 -0.9505072 102.71388738026917
282517415 282517409660889 -0.4602087 -0.32032117 -0.82801104 282517411600160 -0.038202673 0.24153075 0.9696409 282517409100160 -0.18884653 -0.26448214 -0.94571996 103.18626326326722
282517448 282517439798389 -0.46091115 -0.32081547 -0.8274287 282517441943650 -0.030304346 0.23800175 0.9707919 282517439443650 -0.18888071 -0.2725057 -0.94343245 103.65431563652066
282517481 282517469937452 -0.46178323 -0.32145572 -0.8266937 282517472287139 -0.020384422 0.23428194 0.97195494 282517469787139 -0.18240257 -0.2832597 -0.9415377 104.19226816574007
282517514 282517510120108 -0.46274716 -0.32233223 -0.8258129 282517502630577 -0.011248165 0.228967 0.9733692 282517500130577 -0.18154788 -0.2753568 -0.94404393 104.92990127534478
282517547 282517540256566 -0.46354017 -0.32303008 -0.8250951 282517543088806 -0.0015895065 0.22079453 0.975319 282517540588806 -0.1708427 -0.2631872 -0.9494974 105.97094504825975
282517580 282517570402087 -0.4644202 -0.32390752 -0.8242559 282517573432504 0.004037222 0.21481735 0.9766459 282517570932504 -0.15734583 -0.26944962 -0.95007324 106.76394367127659
282517613 282517610593389 -0.46567094 -0.32545328 -0.82294035 282517603776202 0.009512541 0.20895442 0.97787917 282517601276202 -0.14543845 -0.2725098 -0.9510973 107.5775421448302
282517646 282517640725316 -0.46658605 -0.32708055 -0.8217759 282517644234483 0.0155158825 0.20107013 0.979454 282517631619900 -0.12874757 -0.27148196 -0.9537932 108.48202311547993
282517679 282517670865368 -0.46738225 -0.3289888 -0.82056093 282517674578181 0.01959187 0.19409834 0.98078644 282517672078181 -0.1015521 -0.26232985 -0.9596198 109.72664067660719
282517712 282517700999639 -0.4680834 -0.330913 -0.81938666 282517704921879 0.020886008 0.18699181 0.9821394 282517702421879 -0.07452798 -0.251455 -0.9649953 110.67553153724037
282517745 282517741174014 -0.46886227 -0.33392075 -0.8177194 282517735265577 0.020133326 0.18043363 0.9833811 282517732765577 -0.04033164 -0.2589705 -0.9650428 111.62471609600789
282517778 282517771306410 -0.4694258 -0.3367764 -0.8162237 282517765609275 0.019743834 0.17588067 0.9842135 282517763109275 -0.008650447 -0.27134523 -0.96244323 112.36155690366883
282517811 282517801442087 -0.46989912 -0.33966562 -0.81475276 282517806067556 0.016760163 0.17331144 0.9847244 282517803567556 0.0078031328 -0.28033414 -0.95987076 112.83028546565015
282517844 282517841619014 -0.47045082 -0.34391075 -0.81265086 282517836411254 0.014496255 0.17336309 0.98475134 282517833911254 0.007159324 -0.2874312 -0.9577746 113.21556960654141
282517877 282517871751150 -0.47074854 -0.3472125 -0.8110729 282517866754952 0.013152887 0.17478809 0.9845182 282517864254952 0.012008021 -0.29079145 -0.9567112 113.40113901610147
282517910 282517901879118 -0.47104374 -0.35073903 -0.8093824 282517907213181 0.013214368 0.17840375 0.98386866 282517904713181 0.025939282 -0.2809549 -0.9593704 113.45065788758404
282517943 282517932007035 -0.47108084 -0.35434672 -0.80778795 282517937556879 0.012663467 0.1816712 0.9832778 282517935056879 0.033060487 -0.26579946 -0.9634613 113.53312559162282
282517976 282517972188806 -0.47087613 -0.35937825 -0.8056817 282517967900577 0.0105343135 0.18462457 0.9827526 282517965400577 0.036119726 -0.2521323 -0.96701854 113.76552960832163
282518009 282518002325472 -0.47045594 -0.36318326 -0.80421954 282517998244275 0.0072250594 0.18595394 0.9825319 282517995744275 0.043499522 -0.24609008 -0.96827036 113.9835150956826
282518042 282518032464900 -0.46996054 -0.36699644 -0.8027769 282518038703077 0.0029126236 0.18689257 0.98237604 282518036203077 0.04798327 -0.25376368 -0.9660753 114.21011345158695
282518075 282518072645993 -0.4692878 -0.37173992 -0.80098593 282518069047243 1.5020437E-4 0.18802798 0.9821637 282518066547243 0.042205386 -0.26433176 -0.96350783 114.5684456660133
282518108 282518102781097 -0.4687254 -0.37549922 -0.79956037 282518099391410 -0.0013566228 0.19183338 0.9814266 282518096891410 0.03609667 -0.27244872 -0.9614929 114.61635261285181
282518141 282518132916254 -0.46797758 -0.37909645 -0.7983 282518129735577 -0.004656948 0.1937011 0.98104954 282518127235577 0.027884692 -0.25852996 -0.9656006 114.7732147373303
282518174 282518163051150 -0.46711078 -0.38247675 -0.7971944 282518170194483 -0.013339043 0.19092463 0.9815141 282518167694483 -0.012249934 -0.257714 -0.9661436 115.15875159522085
282518207 282518203230108 -0.46592966 -0.3868078 -0.7957947 282518200538650 -0.012681523 0.19204733 0.9813037 282518198038650 -0.044835333 -0.25337127 -0.9663295 115.58062505949584
282518240 282518233363181 -0.46479586 -0.38955426 -0.7951178 282518230882816 -0.016022062 0.18590634 0.98243684 282518228382816 -0.08614313 -0.24697275 -0.9651859 116.32705545275155
282518273 282518263497660 -0.46358252 -0.3919499 -0.7946487 282518271341722 -0.024667233 0.17566863 0.98414034 282518268841722 -0.1262442 -0.23738064 -0.9631785 117.19409332637127
282518306 282518303676254 -0.46197 -0.3953309 -0.79391253 282518301685889 -0.02745166 0.17004088 0.9850546 282518299185889 -0.1359101 -0.24776043 -0.959241 117.95557745655765
282518339 282518333813285 -0.4607418 -0.39767125 -0.7934573 282518332030056 -0.027960962 0.16695823 0.9855674 282518329530056 -0.12588973 -0.2519821 -0.9595086 118.46068360605847
282518372 282518363949795 -0.45947847 -0.40023327 -0.7929016 282518362374275 -0.031312615 0.16735783 0.9853988 282518359874275 -0.09163481 -0.23993243 -0.96645516 118.62549607073083
282518405 282518394086879 -0.45803073 -0.4030492 -0.79231256 282518402833129 -0.038222134 0.17000139 0.9847023 282518400333129 -0.06318091 -0.21723528 -0.97407234 118.53809697011138
282518438 282518434261410 -0.45578805 -0.40673563 -0.79172176 282518433177295 -0.041070364 0.16980536 0.98462135 282518430677295 -0.06783441 -0.2186634 -0.97343975 118.91151707241431
282518471 282518464397816 -0.4541385 -0.40952194 -0.79123324 282518463521514 -0.040293332 0.16757691 0.9850352 282518461021514 -0.05309423 -0.21665138 -0.97480416 119.440925034982
282518504 282518494534066 -0.45237777 -0.41229045 -0.790804 282518493865681 -0.03969625 0.16445658 0.9855852 282518491365681 -0.0031583623 -0.18685478 -0.98238254 120.03375813418245
282518537 282518524669795 -0.45051792 -0.41549987 -0.79018563 282518524209691 -0.04112805 0.16453178 0.98551404 282518521709691 0.047826786 -0.1637015 -0.9853499 120.36581461087178
282518570 282518564849743 -0.44777313 -0.41968325 -0.7895348 282518564668389 -0.04417166 0.16976775 0.9844937 282518562168389 0.06507978 -0.14168744 -0.9877699 120.39030766923543
282518603 282518594983285 -0.44567534 -0.42307726 -0.78891015 282518595012400 -0.045142427 0.17223419 0.9840212 282518592512400 0.088493474 -0.12203838 -0.9885725 120.58783674003223
282518636 282518625114795 -0.443608 -0.42626014 -0.7883618 282518625356410 -0.04846188 0.17611356 0.9831762 282518622856410 0.1415966 -0.09645552 -0.98521405 120.58119779615896
282518669 282518665290785 -0.44080168 -0.430799 -0.78746814 282518665815056 -0.05042484 0.18276584 0.98186255 282518663315056 0.19045718 -0.06589485 -0.97948146 120.57439492774563
282518702 282518695428441 -0.43867725 -0.43424517 -0.78676134 282518696159066 -0.05147712 0.18636532 0.981131 282518693659066 0.1912061 -0.05351164 -0.98009014 120.69217470979333
282518735 282518725568337 -0.4366653 -0.43752757 -0.7860617 282518726503077 -0.058047533 0.19248635 0.9795813 282518724003077 0.21332707 -0.03409491 -0.9763857 120.42249152060452
282518768 282518765761514 -0.43396324 -0.4419991 -0.7850558 282518766961775 -0.06276306 0.20126624 0.97752374 282518754347087 0.2732243 0.0066747433 -0.9619272 120.1592560299922
282518801 282518795910525 -0.43173546 -0.44539207 -0.7843662 282518797305733 -0.06213921 0.20654178 0.97646254 282518794805733 0.3029597 0.030060824 -0.95252913 120.20116607073942
282518834 282518826064535 -0.42964888 -0.44882676 -0.7835537 282518827649743 -0.0646994 0.21342944 0.97481376 282518825149743 0.2961885 -0.01235761 -0.9550496 120.01957866146546
282518867 282518856215472 -0.4279226 -0.45180464 -0.78278655 282518857993754 -0.06558587 0.22326644 0.97254854 282518855493754 0.29849872 -0.07111373 -0.951757 119.59920783880784
282518900 282518896398181 -0.42612848 -0.455611 -0.7815582 282518898452452 -0.06791107 0.23828821 0.9688172 282518895952452 0.40246105 -0.0851363 -0.9114697 118.80638680070945
282518933 282518926531983 -0.42489326 -0.45874205 -0.78039825 282518928796462 -0.070190445 0.25208876 0.96515524 282518926296462 0.51748526 -0.07473802 -0.852422 118.00579300733557
282518966 282518956670212 -0.42389193 -0.46227235 -0.7788581 282518959140472 -0.07037339 0.2673138 0.9610364 282518956640472 0.63646966 -0.0635876 -0.7686761 117.16028388997972
282518999 282518996852608 -0.42300206 -0.46720544 -0.7763944 282518989484483 -0.071586505 0.28288326 0.95647925 282518986984483 0.7318292 -0.049499318 -0.67968804 116.38825394771482
282519032 282519026997087 -0.42242187 -0.4713413 -0.7742074 282519029943233 -0.07280756 0.30583322 0.9492972 282519027443233 0.8406284 -0.022498088 -0.5411449 115.39186595159339
282519065 282519057138337 -0.42212638 -0.4758436 -0.77161014 282519060287400 -0.07066282 0.3248624 0.9431178 282519057787400 0.89776164 -0.0052461075 -0.4404504 113.72250624673973
282519098 282519087274066 -0.42206687 -0.48077607 -0.7685792 282519090631514 -0.070836335 0.34510222 0.9358881 282519088131514 0.9275586 0.006494459 -0.3736212 112.43832822993977
282519131 282519127460004 -0.42226696 -0.48773637 -0.7640706 282519120975681 -0.071426585 0.36541653 0.9280997 282519118475681 0.9439084 -0.016357044 -0.32980195 111.34743090627285
282519164 282519157599379 -0.42268237 -0.4931514 -0.76035607 282519161434535 -0.06935096 0.39355713 0.9166805 282519158934535 0.9560767 -0.04427151 -0.28975397 109.28142162574909
282519197 282519187737608 -0.42321208 -0.49875095 -0.75639874 282519191778702 -0.06863712 0.41543064 0.9070316 282519189278702 0.9678406 -0.025051646 -0.2503137 107.77737298937723
282519230 282519227914535 -0.4244295 -0.5063451 -0.7506493 282519222122816 -0.0689204 0.43951556 0.89558697 282519219622816 0.9761889 -0.008637068 -0.21675013 106.25523118189403
282519263 282519258049691 -0.42554244 -0.5123134 -0.7459548 282519252466983 -0.06888049 0.46465597 0.8828082 282519249966983 0.98125255 -0.009484123 -0.19249283 104.35984685702635
282519296 282519288191722 -0.42681718 -0.5182714 -0.74109495 282519292925837 -0.069168895 0.4984424 0.864159 282519290425837 0.98602116 -0.005567743 -0.166527 101.43977706230578
282519329 282519318328910 -0.42824844 -0.52417094 -0.7361034 282519323269952 -0.06876915 0.5241646 0.8488358 282519320769952 0.9896646 -0.0011007215 -0.14339763 99.3351908733498
282519362 282519358511670 -0.43043736 -0.53169733 -0.72939825 282519353614118 -0.06783028 0.55045915 0.832102 282519351114118 0.9920722 -0.0044132154 -0.12559158 97.34829567398225
282519395 282519388648493 -0.43229604 -0.5374679 -0.72405005 282519383958285 -0.06463819 0.5769383 0.81422615 282519381458285 0.99396694 -0.008116105 -0.10938012 94.95308493584218
282519428 282519418787400 -0.4343368 -0.5431217 -0.71858907 282519424417139 -0.061106 0.6114943 0.7888858 282519421917139 0.99552107 -0.006994612 -0.09428064 91.42522392763885
282519461 282519458972139 -0.437489 -0.55013824 -0.7113026 282519454761254 -0.05900875 0.63757575 0.7681243 282519452261254 0.9966169 -0.007854148 -0.08181156 89.18361048355405
282519494 282519489109743 -0.439944 -0.5554126 -0.70566714 282519485105420 -0.054844595 0.6644189 0.74534535 282519482605420 0.99751425 -0.013950527 -0.06906947 86.37813760272797
282519527 282519519242347 -0.442349 -0.5602414 -0.7003263 282519515449014 -0.050907254 0.69088465 0.72117054 282519523063233 0.99803627 -0.017806944 -0.06005511 83.47734260184524
282519560 282519549382972 -0.44482958 -0.5649731 -0.69493306 282519555905889 -0.047508363 0.7235227 0.68866384 282519553405889 0.99836916 -0.019204598 -0.05375934 79.68679934835245
282519593 282519589566202 -0.4481251 -0.57098126 -0.68786937 282519586248545 -0.04568648 0.7467877 0.6634913 282519583748545 0.9985155 -0.026884504 -0.047370467 77.48192549181312
282519626 282519619705525 -0.45061454 -0.57512736 -0.68277013 282519616591254 -0.04391804 0.76861507 0.6382022 282519614091254 0.99855757 -0.032937635 -0.042401496 75.1251004168085
282519659 282519649843962 -0.4531701 -0.57925993 -0.67756546 282519657048129 -0.04239864 0.79649395 0.6031582 282519654548129 0.9986696 -0.037460912 -0.035435423 71.95107052836858
282519692 282519690033129 -0.45635942 -0.5843697 -0.6710053 282519687390785 -0.0412664 0.8164669 0.5759157 282519684890785 0.99865663 -0.042313054 -0.02990976 70.07235869526482
282519725 282519720171097 -0.45852253 -0.58785915 -0.6664673 282519717733441 -0.03935391 0.8353444 0.54831666 282519715233441 0.99855953 -0.048285857 -0.023393469 67.93538374926464
282519758 282519750309014 -0.46052825 -0.59118104 -0.66213197 282519748076097 -0.03593388 0.8527313 0.5211124 282519745576097 0.99826324 -0.05545495 -0.019880988 65.75149223385557
282519791 282519780453025 -0.462585 -0.5942451 -0.6579422 282519788533025 -0.032915108 0.87298703 0.48663154 282519786033025 0.9980099 -0.058485676 -0.023571504 63.16302812333919
282519824 282519820638233 -0.4650314 -0.5982147 -0.6525986 282519818875681 -0.032196123 0.8869194 0.4608008 282519816375681 0.99789023 -0.058551338 -0.02804745 61.87109101164208
282519857 282519850783337 -0.4667524 -0.6010922 -0.64871424 282519849218337 -0.030820545 0.89975476 0.43530607 282519846718337 0.99772215 -0.05791682 -0.03458347 60.42244203962821
282519890 282519880920941 -0.46843576 -0.60377187 -0.64500195 282519879560993 -0.029420674 0.9110172 0.41131747 282519877060993 0.9975242 -0.057857014 -0.039976135 59.14052481544354
282519923 282519921107243 -0.4704261 -0.6069297 -0.6405744 282519920017868 -0.026584232 0.923626 0.382372 282519917517868 0.99732274 -0.059061445 -0.04311794 57.48564511163033
282519956 282519951242920 -0.4718939 -0.60922545 -0.6373072 282519950360525 -0.025736108 0.9319581 0.36165154 282519947860525 0.9973513 -0.054486427 -0.048183836 56.588964217012744
282519989 282519981377660 -0.4732313 -0.6113586 -0.63426566 282519980703233 -0.024847295 0.93976396 0.34091976 282519978203233 0.997572 -0.05083423 -0.047603186 55.71768479591839
282520022 282520011516722 -0.47447094 -0.61337394 -0.6313872 282520011045993 -0.022773428 0.9466571 0.32143703 282520008545993 0.99770534 -0.053213898 -0.041861173 54.69140447689438
282520055 282520051706358 -0.4761103 -0.6158756 -0.62770706 282520051503962 -0.020846136 0.95420736 0.29841888 282520049003962 0.99806345 -0.04908425 -0.03821068 53.65755972336456
282520088 282520081855837 -0.47726813 -0.61770386 -0.6250256 282520081847400 -0.01932504 0.9596407 0.28056416 282520079347400 0.9982949 -0.044301886 -0.03800905 52.857252797935814
282520121 282520112002608 -0.4784371 -0.61928576 -0.62256175 282520112190837 -0.017536003 0.9643698 0.26397622 282520109690837 0.9981076 -0.046074618 -0.040721796 52.03946400332643
282520154 282520142140993 -0.4794482 -0.62088907 -0.6201824 282520142534275 -0.01652012 0.9679371 0.25064903 282520140034275 0.9982805 -0.03890763 -0.043842517 51.53206291026453
282520187 282520182337920 -0.4807446 -0.6227915 -0.6172644 282520182992243 -0.015020875 0.971892 0.23494782 282520180492243 0.9982819 -0.039188758 -0.04356085 50.87615301407902
282520220 282520212484066 -0.48160806 -0.6243744 -0.61498797 282520213335681 -0.012313722 0.97462493 0.22350547 282520210835681 0.99816126 -0.046501912 -0.038881376 49.934819757762455
