name=GpsLocations vendor=Google current_time_ms=1561446802437
recordedAtMs deviceDirectionDegrees deviceDirectionDegrees northDirectionRadians northDirectionDegrees
 282510021 0.0 0.0
 282510053 0.0 0.0
 282510056 0.0 0.0
 282510087 126.05309456668795 126.05309456668795
 282510089 124.3236906688407 124.3236906688407
 282510120 125.92470067067006 125.92470067067006
 282510123 124.28430779808639 124.28430779808639
 282510152 125.8242422483575 125.8242422483575
 282510156 124.30097345966124 124.30097345966124
 282510186 125.81578647416501 125.81578647416501
 282510188 124.3933859191315 124.3933859191315
 282510218 125.88184806381742 125.88184806381742
 282510221 124.52680683437853 124.52680683437853
 282510251 125.95900188068185 125.95900188068185
 282510254 124.69482948796087 124.69482948796087
 282510284 125.93654421869087 125.93654421869087
 282510287 124.6850759778261 124.6850759778261
 282510317 125.76529771582028 125.76529771582028
 282510320 124.62626804907228 124.62626804907228
 282510350 125.69329386159 125.69329386159
 282510353 124.61363219910777 124.61363219910777
 282510384 125.69009733305847 125.69009733305847
 282510386 124.66832835398122 124.66832835398122
 282510416 125.66105536870754 125.66105536870754
 282510419 124.69137341224086 124.69137341224086
 282510449 125.62521053594332 125.62521053594332
 282510452 124.72465009387713 124.72465009387713
 282510482 125.61857159207005 125.61857159207005
 282510485 124.73776405708355 124.73776405708355
 282510515 125.48737731849246 125.48737731849246
 282510518 124.69335416710015 124.69335416710015
 282510548 125.45492025955656 125.45492025955656
 282510551 124.72291522582793 124.72291522582793
 282510581 125.40852961471387 125.40852961471387
 282510584 124.69844948822094 124.69844948822094
 282510614 125.35429791270394 125.35429791270394
 282510617 124.66331499513046 124.66331499513046
 282510647 125.30278462598369 125.30278462598369
 282510650 124.70004775248674 124.70004775248674
 282510680 125.28867345515846 125.28867345515846
 282510683 124.70313499799158 124.70313499799158
 282510713 125.20915639284118 125.20915639284118
 282510716 124.65670337201385 124.65670337201385
 282510746 125.07894566650407 125.07894566650407
 282510749 124.50954011615676 124.50954011615676
 282510779 124.92198791937716 124.92198791937716
 282510782 124.45179769691345 124.45179769691345
 282510812 124.8587676884195 124.8587676884195
 282510815 124.4021558820258 124.4021558820258
 282510845 124.7657951534373 124.7657951534373
 282510848 124.33449602810765 124.33449602810765
 282510878 124.72858428283905 124.72858428283905
 282510881 124.32508402743139 124.32508402743139
 282510911 124.75638315276103 124.75638315276103
 282510914 124.38047686160019 124.38047686160019
 282510944 124.78546609824696 124.78546609824696
 282510947 124.43129346902509 124.43129346902509
 282510977 124.76821304040345 124.76821304040345
 282510980 124.43442169566498 124.43442169566498
 282511011 124.66916163705997 124.66916163705997
 282511013 124.341257915386 124.341257915386
 282511043 124.58907083885242 124.58907083885242
 282511046 124.29742176129287 124.29742176129287
 282511076 124.5313694007441 124.5313694007441
 282511079 124.25579858849079 124.25579858849079
 282511109 124.549524043558 124.549524043558
 282511112 124.28944410034228 124.28944410034228
 282511142 124.6327977099188 124.6327977099188
 282511145 124.4203788267314 124.4203788267314
 282511175 124.76768028564823 124.76768028564823
 282511178 124.53890992958782 124.53890992958782
 282511208 124.93059395773139 124.93059395773139
 282511211 124.71462337617555 124.71462337617555
 282511241 125.11562378234703 125.11562378234703
 282511244 124.9653596206067 124.9653596206067
 282511274 125.32812462780447 125.32812462780447
 282511277 125.1399255954139 125.1399255954139
 282511307 125.59521234510862 125.59521234510862
 282511310 125.4183104456053 125.4183104456053
 282511340 125.89187478151894 125.89187478151894
 282511343 125.7530580168276 125.7530580168276
 282511373 126.2054077851792 126.2054077851792
 282511376 126.11994845828406 126.11994845828406
 282511406 126.5529414705278 126.5529414705278
 282511409 126.4111194226017 126.4111194226017
 282511439 126.76712254252107 126.76712254252107
 282511442 126.6344939292178 126.6344939292178
 282511472 127.01912920213783 127.01912920213783
 282511475 126.94793131022965 126.94793131022965
 282511505 127.30562831706322 127.30562831706322
 282511508 127.20701404582655 127.20701404582655
 282511538 127.53256818242608 127.53256818242608
 282511541 127.43592100567037 127.43592100567037
 282511571 127.76330563296744 127.76330563296744
 282511574 127.7354111403971 127.7354111403971
 282511604 128.03420459582844 128.03420459582844
 282511607 127.94392315537925 127.94392315537925
 282511637 128.13645252770357 128.13645252770357
 282511640 127.99546376285616 127.99546376285616
 282511670 128.11171358252977 128.11171358252977
 282511673 128.03551599214916 128.03551599214916
 282511703 128.12978626307364 128.12978626307364
 282511706 128.14142490541934 128.14142490541934
 282511736 128.25434159277802 128.25434159277802
 282511739 128.18862151258412 128.18862151258412
 282511769 128.3068657474954 128.3068657474954
 282511772 128.1656037750812 128.1656037750812
 282511802 128.31760280487066 128.31760280487066
 282511805 128.2615542725415 128.2615542725415
 282511835 128.50386206353687 128.50386206353687
 282511838 128.54070410391995 128.54070410391995
 282511868 128.89319650660593 128.89319650660593
 282511871 128.89583295962558 128.89583295962558
 282511902 129.2480931358798 129.2480931358798
 282511904 129.19166211295715 129.19166211295715
 282511934 129.4384914891831 129.4384914891831
 282511937 129.49046922876687 129.49046922876687
 282511967 129.68459686535698 129.68459686535698
 282511970 129.6482465985942 129.6482465985942
 282512000 129.792746080675 129.792746080675
 282512003 129.71137120690344 129.71137120690344
 282512033 129.79909815660312 129.79909815660312
 282512036 129.76852622987815 129.76852622987815
 282512066 129.84908148094928 129.84908148094928
 282512069 129.8709517466716 129.8709517466716
 282512099 129.92078480685603 129.92078480685603
 282512102 129.89391484266122 129.89391484266122
 282512132 129.93436322292604 129.93436322292604
 282512135 129.89253514444886 129.89253514444886
 282512165 130.00531522802413 130.00531522802413
 282512168 130.01291039838117 130.01291039838117
 282512198 130.15116708756057 130.15116708756057
 282512201 130.1285864821645 130.1285864821645
 282512231 130.32921645884448 130.32921645884448
 282512234 130.30791992901237 130.30791992901237
 282512264 130.56204394727183 130.56204394727183
 282512267 130.6025333086717 130.6025333086717
 282512298 130.76806977339612 130.76806977339612
 282512300 130.75962765958195 130.75962765958195
 282512330 130.79443430359237 130.79443430359237
 282512333 130.77682607591208 130.77682607591208
 282512363 130.59215142113328 130.59215142113328
 282512366 130.4768441675651 130.4768441675651
 282512396 130.14939123837638 130.14939123837638
 282512399 130.13809410548913 130.13809410548913
 282512429 129.71109799933663 129.71109799933663
 282512432 129.69555248878567 129.69555248878567
 282512462 129.43932477226184 129.43932477226184
 282512465 129.4244622806279 129.4244622806279
 282512495 129.48175390738595 129.48175390738595
 282512498 129.49112492692723 129.49112492692723
 282512528 129.62040674753723 129.62040674753723
 282512531 129.60737474660084 129.60737474660084
 282512561 129.65775422191882 129.65775422191882
 282512564 129.64539157952112 129.64539157952112
 282512594 129.43778114950942 129.43778114950942
 282512597 129.42600590338031 129.42600590338031
 282512627 129.0831987089374 129.0831987089374
 282512630 128.94962752952858 128.94962752952858
 282512660 128.6388812430497 128.6388812430497
 282512663 128.62833543097122 128.62833543097122
 282512693 128.56236946396723 128.56236946396723
 282512696 128.55241104815735 128.55241104815735
 282512726 128.49548825161446 128.49548825161446
 282512729 128.48610357169485 128.48610357169485
 282512759 128.20811487247533 128.20811487247533
 282512762 128.08071818407626 128.08071818407626
 282512792 127.67523717380931 127.67523717380931
 282512795 127.66690434302188 127.66690434302188
 282512825 127.25885518162698 127.25885518162698
 282512828 127.25089118105473 127.25089118105473
 282512858 126.93095145995301 126.93095145995301
 282512861 126.92102036489979 126.92102036489979
