name=BMP380 Barometer vendor=Bosch current_time_ms=1561446802429
measured_at recorded_at accuracy value
282514553619170 282514555483142 3 1007.0094
282514593615316 282514594944656 3 1007.0479
282514633622608 282514635179139 3 1007.0348
282514673626254 282514674962424 3 1007.0403
282514713622035 282514715368887 3 1007.0805
282514753617087 282514755415297 3 1007.0736
282514793615629 282514795671186 3 1007.0244
282514833585681 282514835200253 3 1007.0527
282514873593441 282514876721247 3 1007.09845
282514913582816 282514916207292 3 1007.0425
282514953621514 282514956119171 3 1006.9394
282514993618441 282514996387613 3 1007.00104
282515033619743 282515035901419 3 1007.09845
282515073620264 282515075714704 3 1007.0761
282515113613181 282515115587989 3 1007.0549
282515153626202 282515155532524 3 1007.04675
282515193620004 282515196220133 3 1007.02893
282515233624170 282515235498574 3 1007.05963
282515273621306 282515275517484 3 1007.06775
282515313584431 282515315877801 3 1007.0036
282515353584952 282515355993846 3 1007.04694
282515393605993 282515396275673 3 1007.04425
282515433604900 282515435725938 3 1007.0412
282515473622295 282515475554535 3 1007.04407
282515513610368 282515515467873 3 1007.04425
282515553606983 282515555149283 3 1007.0369
282515593605681 282515596544860 3 1007.06915
282515633582868 282515635743458 3 1007.04626
282515673585212 282515675402107 3 1007.0621
282515713583650 282515715158309 3 1007.0242
282515753585993 282515755840553 3 1007.06946
282515793583545 282515795485765 3 1007.04645
282515833585993 282515836257228 3 1007.04407
282515873584587 282515876377805 3 1007.01324
282515913585004 282515915336923 3 1007.0412
282515953605420 282515956440312 3 1007.0051
282515993584691 282515998705317 3 1007.0205
282516033583025 282516036729435 3 1007.0305
282516073584379 282516075020376 3 1007.057
282516113603910 282516115061735 3 1007.0662
282516153607035 282516155021061 3 1006.9895
282516193582087 282516195325597 3 1007.01447
282516233585577 282516235432059 3 1007.0636
282516273605420 282516275387636 3 1006.9976
282516313604431 282516315328682 3 1007.0867
282516353604900 282516354861290 3 1007.0948
282516393616618 282516394894887 3 1007.0149
282516433628545 282516435528277 3 1007.0226
282516473619483 282516475018177 3 1007.02216
282516513609587 282516515705733 3 1007.0632
282516553616410 282516555071883 3 1007.0376
282516593584118 282516594912928 3 1007.0606
282516633584795 282516635497984 3 1007.061
282516673586722 282516676026530 3 1007.068
282516713616358 282516716488982 3 1006.9889
282516753634066 282516755733153 3 1006.96295
282516793619952 282516795107271 3 1007.01416
282516833623129 282516835345660 3 1007.0633
282516873619743 282516875150769 3 1007.0398
282516913623389 282516916745252 3 1007.0655
282516953615577 282516955599266 3 1007.05774
282516993610889 282516995369791 3 1007.0527
282517033620837 282517035719639 3 1007.06024
282517073584952 28
