name=AzimuthSensor vendor=Kyle current_time_ms=1561445543718
m_t m_x m_y m_z a_t a_x a_y a_z g_t g_x g_y g_z direction_degrees
281257045 0 -67.66585 -44.903717 -148.18948 0 0.30438638 1.634568 9.594481 0 0.03597081 -0.3107576 -1.2139629 106.83564016699421
281257078 0 -68.42421 -45.122475 -148.15083 0 0.2521616 1.6308527 9.610023 0 0.030079413 -0.3076462 -1.2290332 106.7496002740196
281257111 0 -69.40088 -45.457497 -148.09978 0 0.18980809 1.6262895 9.642389 0 0.011091647 -0.30056155 -1.2445309 106.72648008367906
281257144 0 -70.11346 -45.692406 -148.03218 0 0.11396063 1.6303118 9.668567 0 -0.002373863 -0.2964977 -1.2551078 106.54500195743185
281257177 0 -70.847786 -46.000015 -147.97581 0 0.0020169672 1.6522597 9.698193 0 -0.006559717 -0.28917518 -1.263649 106.13857155087021
281257210 0 -71.771484 -46.41387 -147.9373 0 -0.08536213 1.6742147 9.7097025 0 -0.009409353 -0.27944484 -1.2696817 105.82478583021066
281257243 0 -72.454796 -46.72445 -147.88298 0 -0.1644792 1.7009368 9.690659 0 -0.01514779 -0.2697188 -1.270794 105.42063670683183
281257276 0 -73.11071 -47.056755 -147.8071 0 -0.24892649 1.7371901 9.673586 0 -0.014890919 -0.26003125 -1.2633203 105.09906457051846
281257309 0 -73.729034 -47.414837 -147.7668 0 -0.30400127 1.7628465 9.663418 0 -0.013965841 -0.25010923 -1.2523351 104.71158793890368
281257342 0 -74.52332 -47.95123 -147.7068 0 -0.34663492 1.7706051 9.654978 0 -0.015561105 -0.2441362 -1.2393229 104.77359239618903
281257375 0 -75.10134 -48.365532 -147.67879 0 -0.38031828 1.7605599 9.63721 0 -0.013405792 -0.23910838 -1.218453 104.96323259849441
281257408 0 -75.64098 -48.738064 -147.61235 0 -0.41092598 1.7536618 9.592778 0 -0.004053483 -0.23474325 -1.1985788 105.0568471712586
281257441 0 -76.37235 -49.287315 -147.51051 0 -0.44670358 1.760348 9.580101 0 0.0038855635 -0.22647806 -1.1728969 105.15098766858893
281257474 0 -76.86331 -49.70332 -147.49777 0 -0.49141604 1.7761341 9.604598 0 7.4196607E-4 -0.21459675 -1.1329335 105.1581388766499
281257507 0 -77.341896 -50.13032 -147.4472 0 -0.5257434 1.7841938 9.652954 0 -0.0067932177 -0.20329824 -1.1000191 105.31192741600194
281257540 0 -77.78174 -50.52425 -147.42671 0 -0.55285627 1.7718855 9.707368 0 -0.01102204 -0.19311926 -1.0643014 105.65431113871631
281257573 0 -78.328926 -50.964302 -147.3405 0 -0.561705 1.7844392 9.652113 0 -0.0034626906 -0.17958109 -1.0168611 105.61475068304361
281257606 0 -78.73389 -51.36936 -147.29697 0 -0.58503526 1.832437 9.590212 0 -0.0017151183 -0.15823701 -0.93394166 105.21559442794808
281257639 0 -79.08138 -51.7089 -147.27786 0 -0.6183286 1.8726832 9.592413 0 -0.014817273 -0.15040779 -0.86411256 104.96249493806408
281257672 0 -79.53331 -52.08814 -147.1932 0 -0.63309133 1.8969686 9.635804 0 -0.020493425 -0.14676343 -0.7955083 104.97226893876638
281257705 0 -79.86277 -52.33017 -147.1384 0 -0.6039928 1.9136146 9.642377 0 -0.011873144 -0.14170578 -0.73211604 104.96899044796476
281257738 0 -80.153305 -52.5641 -147.08194 0 -0.5617069 1.9394654 9.630564 0 0.0014653483 -0.12962908 -0.65580124 104.86517157258055
281257771 0 -80.43422 -52.798084 -147.04845 0 -0.5123543 1.9619155 9.615386 0 0.0066273496 -0.11980468 -0.60764694 104.79053809551982
281257804 0 -80.7703 -53.098 -147.0335 0 -0.4415234 1.970265 9.602674 0 0.008705442 -0.10910411 -0.565995 104.90278542433981
281257837 0 -81.01695 -53.315914 -147.0038 0 -0.38723937 1.9554557 9.585708 0 0.004680681 -0.10065259 -0.5268429 105.1708566888845
281257870 0 -81.225174 -53.483833 -146.96474 0 -0.3470516 1.9456831 9.567976 0 4.5088617E-4 -0.09125228 -0.47580895 105.35342081520974
281257903 0 -81.43674 -53.65956 -146.96767 0 -0.32032895 1.949092 9.562084 0 0.0012382956 -0.087995544 -0.44364488 105.4174333481111
281257936 0 -81.699745 -53.87609 -146.9256 0 -0.293709 1.966229 9.569756 0 5.8870914E-4 -0.08525541 -0.41766256 105.40081549786044
281257969 0 -81.876915 -54.023777 -146.90732 0 -0.27720854 1.978157 9.573708 0 -0.001268478 -0.07808663 -0.3893384 105.38132213796928
281258001 0 -82.05103 -54.161224 -146.82385 0 -0.26925868 1.9942801 9.581564 0 -0.0022936407 -0.0724825 -0.3712287 105.3209910770305
281258035 0 -82.252365 -54.292255 -146.7363 0 -0.26631945 2.0092242 9.586032 0 -0.0013684316 -0.066556446 -0.35479578 105.25061280782273
281258068 0 -82.38355 -54.399082 -146.72581 0 -0.26861563 2.0233583 9.604695 0 9.684954E-4 -0.061182678 -0.33911544 105.19667480394713
281258101 0 -82.52714 -54.55163 -146.71185 0 -0.26583835 2.0324054 9.612711 0 0.004223532 -0.057275143 -0.32399887 105.20207065339144
281258134 0 -82.687805 -54.693966 -146.69128 0 -0.2653709 2.04255 9.61102 0 0.008221426 -0.052521523 -0.30484104 105.1665946508424
281258167 0 -82.78756 -54.799644 -146.65355 0 -0.2655956 2.0504587 9.598273 0 0.008187032 -0.050604306 -0.29446045 105.11889943986819
281258200 0 -82.88621 -54.934063 -146.60172 0 -0.25947544 2.0455515 9.592194 0 0.007964875 -0.051207166 -0.2868552 105.23193224044275
281258233 0 -82.972694 -55.064266 -146.53105 0 -0.24423979 2.0365121 9.574929 0 0.007408146 -0.053099968 -0.27827856 105.37499055260866
281258266 0 -83.11141 -55.22708 -146.45071 0 -0.23112316 2.0323904 9.555064 0 0.004310594 -0.053811483 -0.27407593 105.47645301272917
281258298 0 -83.21976 -55.315807 -146.34592 0 -0.22405647 2.0316005 9.532149 0 -0.001134248 -0.05759047 -0.2758119 105.49593954243124
281258332 0 -83.31298 -55.416668 -146.29405 0 -0.2074781 2.025257 9.512716 0 -0.008445253 -0.06380071 -0.28396797 105.59079720962438
281258365 0 -83.44462 -55.57109 -146.20291 0 -0.17803031 2.0176282 9.494134 0 -0.020151485 -0.07238218 -0.3013604 105.74946250404378
281258398 0 -83.558876 -55.68887 -146.12785 0 -0.13905454 2.00675 9.481691 0 -0.032937948 -0.08274824 -0.31991127 105.94646565027443
281258431 0 -83.68888 -55.805737 -146.0905 0 -0.062047306 1.9984694 9.484277 0 -0.045332268 -0.09570824 -0.34571102 106.20496098960274
281258464 0 -83.811424 -55.915066 -146.03378 0 0.012488773 1.9920237 9.495267 0 -0.05542467 -0.10717038 -0.38004237 106.4673358763796
281258496 0 -84.017654 -56.0947 -145.91835 0 0.08604419 1.9743886 9.521362 0 -0.072642274 -0.120253086 -0.4405717 106.91379802166671
281258530 0 -84.18135 -56.26478 -145.86351 0 0.16017325 1.9507047 9.532024 0 -0.08844703 -0.12992415 -0.4965176 107.3959205846104
281258563 0 -84.32995 -56.43599 -145.77846 0 0.26379052 1.904761 9.537529 0 -0.09828701 -0.14156432 -0.5582754 108.17963015035593
281258596 0 -84.50138 -56.70182 -145.68898 0 0.3318671 1.8724614 9.554259 0 -0.1010297 -0.15285312 -0.62469536 108.84324449992522
281258629 0 -84.725815 -57.117786 -145.5474 0 0.39763817 1.8379638 9.588582 0 -0.0892969 -0.16499157 -0.7168851 109.65680882253298
281258662 0 -84.852104 -57.49658 -145.43446 0 0.45670798 1.8059492 9.632293 0 -0.078565046 -0.17617361 -0.7864597 110.44769008690707
281258695 0 -85.004005 -57.930634 -145.34065 0 0.52396286 1.7595552 9.682713 0 -0.06806462 -0.1922498 -0.85354257 111.45297098932792
281258728 0 -85.1829 -58.61241 -145.20172 0 0.5654282 1.728104 9.709714 0 -0.05817399 -0.2092315 -0.9100831 112.34435848733875
281258761 0 -85.30533 -59.163853 -145.02258 0 0.5877789 1.6947042 9.730635 0 -0.045782454 -0.23136316 -0.9666279 113.11588299560503
281258794 0 -85.38795 -59.72535 -144.85878 0 0.591126 1.6612301 9.750942 0 -0.036160436 -0.24779622 -1.0023931 113.82991780162735
281258827 0 -85.487015 -60.572414 -144.64586 0 0.58394176 1.6453404 9.757378 0 -0.023779308 -0.26166052 -1.0387906 114.47929120677713
281258860 0 -85.53383 -61.231567 -144.4518 0 0.5819459 1.6310921 9.753839 0 -0.0056001334 -0.27444565 -1.094675 115.00779075418524
281258893 0 -85.546486 -61.965145 -144.23407 0 0.5908953 1.6162099 9.723579 0 0.009565564 -0.27698854 -1.1396061 115.59806936263607
281258926 0 -85.52064 -62.737198 -144.03285 0 0.5843713 1.580054 9.712202 0 0.021062344 -0.27384838 -1.1793542 116.38486617388651
281258959 0 -85.41487 -63.842064 -143.74992 0 0.5551041 1.5552565 9.702037 0 0.029099429 -0.2681963 -1.2134464 117.19036404308446
281258992 0 -85.278114 -64.67267 -143.5401 0 0.5193165 1.5380079 9.678066 0 0.042667888 -0.26001808 -1.2392652 117.71344725048073
281259025 0 -85.11863 -65.519485 -143.3068 0 0.4617768 1.5218322 9.672272 0 0.051588047 -0.25389636 -1.242772 118.16989513233432
281259058 0 -84.836365 -66.62572 -143.0305 0 0.35287234 1.5148606 9.664464 0 0.052862633 -0.25645572 -1.2380124 118.51454647785317
281259091 0 -84.60792 -67.43551 -142.80528 0 0.27198613 1.5256938 9.628846 0 0.05217058 -0.25978747 -1.2281377 118.59313463444335
281259124 0 -84.362526 -68.22889 -142.61105 0 0.19567728 1.5511101 9.578559 0 0.056784723 -0.2569329 -1.2069176 118.54073342313097
281259157 0 -84.105095 -69.02138 -142.40396 0 0.11406195 1.58292 9.571599 0 0.05384131 -0.2460997 -1.1867176 118.47896119227744
281259190 0 -83.71753 -70.0894 -142.1817 0 -0.008824047 1.6135242 9.603119 0 0.038087845 -0.23753157 -1.1680923 118.52543379939016
281259223 0 -83.41246 -70.81287 -142.03564 0 -0.086501315 1.6182971 9.609198 0 0.020786922 -0.22805318 -1.1385695 118.70147509505807
281259256 0 -83.10603 -71.46008 -141.87062 0 -0.15471928 1.6437836 9.582801 0 0.026538964 -0.21687277 -1.1030196 118.66487894148514
281259289 0 -82.81314 -72.16566 -141.74391 0 -0.23084576 1.6798843 9.601457 0 0.034614366 -0.20710227 -1.056553 118.60973199412649
281259322 0 -82.42075 -73.05203 -141.5745 0 -0.32239363 1.7474272 9.707668 0 0.032600258 -0.20477416 -1.0104146 118.52580262960532
281259355 0 -82.13406 -73.66767 -141.40842 0 -0.3788776 1.8026476 9.719927 0 0.034770027 -0.21128845 -0.96424156 118.35741114580787
281259388 0 -81.86604 -74.294846 -141.23802 0 -0.3957692 1.8413776 9.6637745 0 0.06384249 -0.19972055 -0.929625 118.33152472885354
281259421 0 -81.49924 -75.13251 -141.0162 0 -0.4146561 1.9110266 9.607292 0 0.0975001 -0.17626564 -0.89707756 118.19806283247146
281259454 0 -81.19433 -75.74289 -140.80629 0 -0.41277516 1.9568318 9.582194 0 0.120046645 -0.16044784 -0.8720134 118.22314328710377
281259487 0 -80.90065 -76.344666 -140.59216 0 -0.39409778 2.0027092 9.54543 0 0.13264155 -0.14257152 -0.84192723 118.2683591394092
281259520 0 -80.503975 -77.16153 -140.32858 0 -0.3849532 2.0495687 9.552655 0 0.13175544 -0.12389987 -0.8208254 118.49621425012083
281259553 0 -80.166046 -77.72729 -140.12978 0 -0.37408498 2.1009486 9.586513 0 0.1320127 -0.10890035 -0.7990682 118.59433674773726
281259586 0 -79.82127 -78.251816 -139.96536 0 -0.32981962 2.1508636 9.629442 0 0.1444122 -0.11231475 -0.7821804 118.8003215927265
281259619 0 -79.472786 -78.80644 -139.76274 0 -0.300668 2.1978939 9.609178 0 0.19759029 -0.09263589 -0.7548034 118.89071231620244
281259652 0 -79.01087 -79.58354 -139.40657 0 -0.3131715 2.2533126 9.578267 0 0.2414355 -0.08489137 -0.72204876 118.93305948905652
281259685 0 -78.68817 -80.158104 -139.12141 0 -0.31337777 2.3590298 9.517096 0 0.2660832 -0.084523074 -0.6790088 118.396466167482
281259718 0 -78.36804 -80.72084 -138.81139 0 -0.3332498 2.496983 9.487481 0 0.31078887 -0.071182385 -0.63159144 117.5920474681729
281259751 0 -77.96608 -81.50023 -138.34714 0 -0.38271806 2.6589172 9.504846 0 0.36275846 -0.049474698 -0.5702999 116.77818944743086
281259784 0 -77.70352 -82.10874 -137.98933 0 -0.42819905 2.8578777 9.532132 0 0.37187907 -0.04695177 -0.53219485 115.5700929077957
281259817 0 -77.47269 -82.72761 -137.58522 0 -0.44847643 3.1289294 9.605899 0 0.37912026 -0.06347108 -0.5042769 113.97137784952747
281259850 0 -77.26358 -83.36439 -137.15802 0 -0.4463651 3.331481 9.657072 0 0.4451722 -0.071636885 -0.47772402 112.93542939773329
281259883 0 -77.04384 -83.990456 -136.63475 0 -0.45143372 3.53853 9.657228 0 0.5318457 -0.0631565 -0.45817292 111.71950546130932
281259916 0 -76.76355 -84.89998 -135.7717 0 -0.43441623 3.725991 9.628272 0 0.60487133 -0.057539195 -0.4410805 110.84474947392744
281259949 0 -76.570145 -85.605484 -135.05118 0 -0.41771427 3.9673173 9.540808 0 0.65978515 -0.056859396 -0.41859603 109.12704569012845
281259982 0 -76.37192 -86.32063 -134.26714 0 -0.41602063 4.150348 9.4557495 0 0.7174004 -0.059425283 -0.3952273 107.89037846919507
281260015 0 -76.13829 -87.26391 -133.09433 0 -0.40848976 4.341026 9.353306 0 0.8091037 -0.06834659 -0.36150384 106.74395170757595
281260048 0 -75.97118 -87.981705 -132.07947 0 -0.37414107 4.6018333 9.196688 0 0.87069374 -0.07141833 -0.33635163 104.52633954823455
281260081 0 -75.80762 -88.68388 -130.98312 0 -0.3530948 4.786353 9.053456 0 0.9223922 -0.0631232 -0.31438974 102.99441690985992
281260114 0 -75.62493 -89.64146 -129.4081 0 -0.3342824 4.9832907 8.90204 0 0.9928358 -0.049073484 -0.2825355 101.58347741225373
281260147 0 -75.51509 -90.296715 -128.16924 0 -0.3163391 5.1793675 8.714438 0 1.0471174 -0.03323624 -0.26131505 99.65209799045999
281260180 0 -75.41201 -90.883606 -126.84498 0 -0.29846537 5.426471 8.420114 0 1.0874357 -0.019922428 -0.24343581 96.58160010945915
281260213 0 -75.31272 -91.467026 -125.465904 0 -0.3070971 5.616423 8.1705 0 1.1165664 -0.0139216855 -0.22497082 94.29475032250133
281260246 0 -75.2066 -92.14856 -123.55015 0 -0.3062314 5.7932353 7.914832 0 1.1557615 -0.01466665 -0.20220426 92.30060146223525
281260279 0 -75.13827 -92.62212 -122.11015 0 -0.3146807 5.9624367 7.6592855 0 1.1741934 -0.013345644 -0.19325638 90.0698548491199
281260312 0 -75.06559 -93.08345 -120.65278 0 -0.31478524 6.1604004 7.3024693 0 1.1889113 -0.018050462 -0.18250184 86.84198257945275
281260345 0 -74.99457 -93.59199 -118.66082 0 -0.31565383 6.2945504 6.9997315 0 1.2020847 -0.028035982 -0.16769066 84.77700465749359
281260378 0 -74.90547 -93.87554 -117.1566 0 -0.3016558 6.4202547 6.6799936 0 1.2092693 -0.039886992 -0.15342692 82.18065167848584
281260411 0 -74.84268 -94.13145 -115.63356 0 -0.28982714 6.5286093 6.35218 0 1.1961381 -0.050822616 -0.14425342 79.64272413763831
281260444 0 -74.77723 -94.34963 -114.131 0 -0.29330054 6.649053 5.913206 0 1.1735344 -0.06554519 -0.13070981 76.2739314050155
281260477 0 -74.68079 -94.584335 -112.17633 0 -0.28862888 6.72656 5.5877686 0 1.145209 -0.0812174 -0.11468278 74.24195695712586
281260510 0 -74.622734 -94.743195 -110.75074 0 -0.29209587 6.7976155 5.2687025 0 1.085864 -0.09088034 -0.104987375 72.1347548057177
281260543 0 -74.5384 -94.8628 -109.37571 0 -0.28760633 6.866834 4.9625654 0 1.0233965 -0.09763614 -0.09860565 70.03589231528616
281260576 0 -74.44379 -95.04809 -107.65122 0 -0.2671999 6.9837565 4.5950584 0 0.9655289 -0.10324759 -0.08987691 67.22892362303185
281260609 0 -74.37919 -95.13746 -106.44611 0 -0.258295 7.0983033 4.335595 0 0.9206453 -0.10021113 -0.08256967 65.21347140274452
281260642 0 -74.32601 -95.22135 -105.29246 0 -0.26711354 7.2307396 4.0887136 0 0.84671605 -0.08956016 -0.076294586 63.585099663100095
281260675 0 -74.2756 -95.31314 -104.24183 0 -0.28261733 7.4362864 3.7991865 0 0.785695 -0.08682057 -0.072790645 61.64017597618226
281260708 0 -74.20946 -95.41697 -102.92053 0 -0.27007475 7.5870876 3.617068 0 0.7333259 -0.08704401 -0.071317516 60.36588807330054
281260741 0 -74.15688 -95.484985 -102.01079 0 -0.26296225 7.733717 3.4504223 0 0.6914589 -0.08122652 -0.070758075 59.19826723468685
281260774 0 -74.09144 -95.59259 -101.170074 0 -0.2583261 7.866259 3.2940495 0 0.63641 -0.06841574 -0.070121475 58.23671320333244
281260807 0 -74.019005 -95.68629 -100.119156 0 -0.24993968 8.017853 3.0904534 0 0.59646773 -0.0616205 -0.065657355 57.07583376142958
281260840 0 -73.96864 -95.77875 -99.40591 0 -0.24255082 8.125317 2.9480906 0 0.56191427 -0.055914294 -0.059149954 56.285983855620145
281260873 0 -73.93893 -95.8344 -98.71135 0 -0.23426078 8.22499 2.8008952 0 0.5203855 -0.046739638 -0.05120588 55.515374592702585
281260905 0 -73.898865 -95.9186 -98.076675 0 -0.22184807 8.311228 2.6574798 0 0.4875712 -0.039880298 -0.047122773 54.706468459108805
281260939 0 -73.85358 -95.97938 -97.27786 0 -0.20013289 8.425002 2.4813714 0 0.4534737 -0.03742148 -0.040535714 53.57360986827592
281260972 0 -73.842636 -96.03159 -96.72125 0 -0.1667451 8.511101 2.3674862 0 0.42658433 -0.037813127 -0.03489482 52.317176079884575
281261005 0 -73.8092 -96.071976 -96.19787 0 -0.13937768 8.591676 2.2501192 0 0.39184672 -0.039089218 -0.03283357 51.17368629960856
281261038 0 -73.78364 -96.148895 -95.535034 0 -0.09534017 8.668793 2.1374545 0 0.3670847 -0.048161197 -0.031978972 49.56908361827578
281261071 0 -73.74521 -96.163025 -95.10101 0 -0.035243735 8.756352 2.0096657 0 0.3425181 -0.057657257 -0.03082078 47.16762667213976
281261103 0 -73.717094 -96.23119 -94.658775 0 0.011630978 8.816036 1.9308516 0 0.31945974 -0.06996995 -0.028536892 45.32892608719396
281261137 0 -73.663155 -96.281624 -94.22817 0 0.0551231 8.8775 1.8635958 0 0.2903793 -0.08953142 -0.023294639 43.55232899727656
281261170 0 -73.59269 -96.36637 -93.697044 0 0.13210627 8.9486685 1.767926 0 0.27484202 -0.112738684 -0.019336388 40.298737650289695
281261203 0 -73.52199 -96.39596 -93.34748 0 0.19518018 8.996982 1.7015743 0 0.26186782 -0.14239703 -0.0162873 37.50720177046503
281261236 0 -73.4291 -96.429726 -92.969376 0 0.25421798 9.039908 1.6365832 0 0.2484931 -0.17339484 -0.0153139485 34.73423034480447
281261269 0 -73.27442 -96.459305 -92.444695 0 0.30616292 9.08346 1.5826366 0 0.22078629 -0.22224763 -0.019792266 32.24318863751455
281261301 0 -73.14961 -96.52283 -92.10625 0 0.36005867 9.122901 1.5513703 0 0.20307127 -0.26638025 -0.024610618 29.795078084252737
281261335 0 -72.9689 -96.55236 -91.80708 0 0.40792203 9.169434 1.5280064 0 0.18883678 -0.31113485 -0.030132072 27.603205492798566
281261368 0 -72.75176 -96.596794 -91.48346 0 0.42654786 9.200288 1.5039634 0 0.1768939 -0.37235156 -0.03570856 26.54013777490485
281261401 0 -72.43342 -96.66512 -91.1144 0 0.43183687 9.233932 1.4819791 0 0.1610398 -0.41968516 -0.03907148 25.99781392461665
281261434 0 -72.15563 -96.699234 -90.853134 0 0.43442005 9.28026 1.4770823 0 0.14532612 -0.4704175 -0.042748965 25.781028843002332
281261467 0 -71.84542 -96.73701 -90.591644 0 0.4316617 9.307715 1.4748473 0 0.13554934 -0.52426344 -0.04485484 25.81483144920469
281261499 0 -71.36343 -96.77232 -90.28231 0 0.428941 9.343572 1.4780184 0 0.12271136 -0.59366804 -0.04761343 25.867934462454286
281261533 0 -70.961754 -96.8163 -90.08814 0 0.42528325 9.376014 1.4690657 0 0.11334218 -0.64411414 -0.0532479 25.771277040414816
281261566 0 -70.53347 -96.839806 -89.89133 0 0.4220612 9.418608 1.4425623 0 0.10173017 -0.7009829 -0.061772615 25.37829527632897
281261598 0 -70.05111 -96.84668 -89.71091 0 0.4152046 9.462261 1.4448115 0 0.08541167 -0.76333195 -0.072404884 25.534561466802415
281261632 0 -69.3465 -96.9135 -89.59914 0 0.4097991 9.50408 1.4740126 0 0.066902965 -0.8450633 -0.08924195 25.901267493151238
281261665 0 -68.75426 -96.91983 -89.55417 0 0.3917458 9.5222225 1.5114676 0 0.06347948 -0.900705 -0.10046691 26.90338089534447
281261697 0 -68.15532 -96.967476 -89.5008 0 0.35287464 9.516739 1.5547734 0 0.06068213 -0.9569824 -0.11029327 28.77957580373902
281261731 0 -67.27371 -97.00482 -89.46713 0 0.31974864 9.508146 1.5923357 0 0.057922475 -1.015942 -0.11777215 30.162853035206695
281261764 0 -66.565475 -97.02504 -89.47301 0 0.28245547 9.500292 1.6406753 0 0.052732725 -1.0941685 -0.12850367 31.82851077753014
281261796 0 -65.822365 -97.03523 -89.55268 0 0.24225184 9.486576 1.6933583 0 0.05099457 -1.1476918 -0.13850333 33.52871903177015
281261830 0 -65.056595 -97.03035 -89.65548 0 0.1681348 9.474116 1.7519059 0 0.046277527 -1.1946084 -0.15173933 36.431037164837846
281261863 0 -64.013405 -97.02611 -89.824005 0 0.09786354 9.475686 1.7958305 0 0.034096867 -1.2459701 -0.1694752 38.78945708901364
281261896 0 -63.212723 -97.02415 -90.03902 0 0.0050407387 9.494951 1.8334911 0 0.022948507 -1.2742925 -0.17817476 41.89805035011028
281261929 0 -62.386154 -97.04157 -90.31634 0 -0.11217575 9.536424 1.8693726 0 0.011584813 -1.297506 -0.18061355 45.679188433115996
281261962 0 -61.312027 -97.03472 -90.72021 0 -0.1624148 9.559398 1.9002825 0 -0.0010215878 -1.3135405 -0.18184893 46.83698062951402
281261995 0 -60.513096 -97.03976 -91.07062 0 -0.19975853 9.568704 1.9366181 0 -0.011139884 -1.3276106 -0.18451403 47.67091940641592
281262028 0 -59.74051 -97.017555 -91.45903 0 -0.20868705 9.553117 1.9649533 0 -0.008797362 -1.3355852 -0.18562695 47.52459284873214
281262061 0 -58.98597 -96.99764 -91.887474 0 -0.19353218 9.511679 1.9687413 0 -0.004925025 -1.3381212 -0.18574516 46.547906533271544
281262094 0 -58.01207 -96.98882 -92.47988 0 -0.17519435 9.487801 1.9617772 0 -0.00867003 -1.3333513 -0.18793267 45.25454874222714
281262127 0 -57.289394 -96.946365 -92.936935 0 -0.18365161 9.485117 1.9621159 0 -0.01716208 -1.323355 -0.18984395 45.02250672555425
281262160 0 -56.573055 -96.89847 -93.395584 0 -0.20081393 9.498601 1.9777759 0 -0.021812234 -1.3106722 -0.19126974 45.09341774951736
281262193 0 -55.679913 -96.86397 -94.05952 0 -0.23555861 9.530529 2.0077305 0 -0.02601352 -1.2890123 -0.19242045 45.5768004823629
281262226 0 -55.007206 -96.78618 -94.57419 0 -0.26803142 9.560442 2.0451663 0 -0.03156306 -1.2592772 -0.19118202 46.121350974320535
281262259 0 -54.355614 -96.737785 -95.09907 0 -0.31959176 9.592845 2.0661943 0 -0.025117837 -1.2060171 -0.17748995 47.24354080966987
281262291 0 -53.768337 -96.717995 -95.60917 0 -0.36558735 9.62939 2.0454206 0 -0.013552151 -1.1617898 -0.16471606 48.20583591654918
281262325 0 -53.03825 -96.680214 -96.23823 0 -0.37732577 9.672156 1.9994053 0 -0.005212109 -1.1230576 -0.15593727 47.991542146434654
281262358 0 -52.533974 -96.68788 -96.67823 0 -0.37776878 9.693078 1.9722089 0 0.002823123 -1.0854322 -0.15514366 47.61557779866587
281262391 0 -52.023457 -96.62613 -97.118126 0 -0.36991256 9.710011 1.9408196 0 0.018713698 -1.0308691 -0.15736592 46.97191784675681
281262424 0 -51.53564 -96.59181 -97.53045 0 -0.36859533 9.707354 1.8970624 0 0.030025711 -0.98159575 -0.15800472 46.614678462597624
281262456 0 -50.917847 -96.51171 -97.96608 0 -0.40098014 9.709387 1.8503819 0 0.03390025 -0.92921126 -0.1542072 47.36489278065346
281262490 0 -50.496696 -96.466995 -98.28094 0 -0.42248893 9.703698 1.8283912 0 0.042112906 -0.86082345 -0.13479997 47.86077817477474
281262523 0 -50.08784 -96.41287 -98.58591 0 -0.44531313 9.697958 1.8016784 0 0.04867159 -0.80771804 -0.11363929 48.44379287704328
281262556 0 -49.60139 -96.41184 -98.97337 0 -0.47128424 9.692854 1.7538797 0 0.054750115 -0.75287735 -0.09703958 49.18961196836824
281262589 0 -49.268417 -96.37985 -99.19244 0 -0.50021535 9.676389 1.6910359 0 0.057498157 -0.7041035 -0.08799424 50.31552767190982
281262622 0 -48.96278 -96.35129 -99.41792 0 -0.51039994 9.665145 1.644688 0 0.060126267 -0.6562566 -0.08136928 50.74599351416066
281262655 0 -48.5907 -96.337616 -99.6612 0 -0.5026926 9.659986 1.6192416 0 0.057117905 -0.6247509 -0.076916955 50.36952373239336
281262688 0 -48.333027 -96.30194 -99.81924 0 -0.4994503 9.664453 1.6046956 0 0.050680205 -0.58478343 -0.07332066 50.16243239675856
281262721 0 -48.076557 -96.27304 -99.9847 0 -0.5159515 9.67981 1.5792017 0 0.049831178 -0.5431996 -0.068614334 50.76686315716967
281262754 0 -47.823162 -96.26366 -100.10877 0 -0.53331065 9.687472 1.5505122 0 0.052240662 -0.4938197 -0.06152437 51.47087466058497
281262786 0 -47.596725 -96.224304 -100.24672 0 -0.5421588 9.695402 1.5206882 0 0.05079821 -0.46295246 -0.057769544 51.8905761247039
281262820 0 -47.315403 -96.18496 -100.4267 0 -0.52606577 9.700916 1.4853398 0 0.046351455 -0.43440348 -0.054540765 51.374183087599704
281262853 0 -47.097336 -96.17776 -100.56127 0 -0.5113186 9.707858 1.4580795 0 0.043743175 -0.40715164 -0.052455094 50.880613127607035
281262886 0 -46.837677 -96.112335 -100.689896 0 -0.50011456 9.717573 1.4330149 0 0.044147853 -0.37528834 -0.048633955 50.48047332527102
281262919 0 -46.656586 -96.080925 -100.78497 0 -0.4901567 9.724407 1.4201993 0 0.043243963 -0.35145319 -0.044942826 50.06901589948029
281262952 0 -46.482178 -96.05789 -100.83116 0 -0.49112105 9.729045 1.3943646 0 0.0418616 -0.3278054 -0.040124513 50.24772096892451
281262985 0 -46.329216 -96.06573 -100.90071 0 -0.481053 9.729401 1.3709651 0 0.040765293 -0.30754432 -0.036092862 49.96022123128574
281263018 0 -46.14754 -96.0912 -100.965034 0 -0.4591731 9.7273445 1.3481512 0 0.039716322 -0.28587168 -0.03221522 49.14874011637488
281263051 0 -46.020416 -96.06034 -101.00339 0 -0.43086067 9.732027 1.3241973 0 0.037344597 -0.2741943 -0.031036986 48.06998345395766
281263084 0 -45.91189 -96.01919 -101.02285 0 -0.37834403 9.738809 1.3037025 0 0.03482484 -0.26525688 -0.031208012 45.83964665219253
281263117 0 -45.802753 -96.01018 -101.0922 0 -0.32574397 9.739229 1.2821766 0 0.034008272 -0.25718218 -0.032231394 43.50825378656248
281263150 0 -45.67034 -96.03877 -101.178314 0 -0.26574793 9.737781 1.2621082 0 0.032818284 -0.2524172 -0.03265504 40.69359430130271
281263183 0 -45.56015 -96.076096 -101.25657 0 -0.20138949 9.7436285 1.2425582 0 0.029267127 -0.25505862 -0.031669505 37.54612018835576
281263216 0 -45.465343 -96.04511 -101.37252 0 -0.122497305 9.755854 1.2244922 0 0.027151007 -0.26198697 -0.029039314 33.50919835112228
